Sample in Buffer,Sample in Window,TRIGGER,design_1_i/cis_vsync_1,design_1_i/cis_hsync_1,design_1_i/cis_pclk_1,design_1_i/cis_d_1[7:0],design_1_i/CIS_test_0_o_hsync_cnt[31:0],design_1_i/CIS_test_0_o_pclk_cnt[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED
824,824,0,1,1,0,00,2290,1677640
825,825,0,1,1,1,00,2290,1677642
826,826,0,1,1,0,00,2290,1677643
827,827,0,1,1,1,00,2290,1677645
828,828,0,1,1,0,00,2290,1677646
829,829,0,1,1,1,00,2290,1677648
830,830,0,1,1,0,00,2290,1677649
831,831,0,1,1,1,00,2290,1677651
832,832,0,1,1,0,02,2290,1677652
833,833,0,1,1,1,00,2290,1677654
834,834,0,1,1,0,00,2290,1677655
835,835,0,1,1,1,00,2290,1677656
836,836,0,1,1,1,00,2290,1677658
837,837,0,1,1,0,00,2290,1677659
838,838,0,1,1,1,02,2290,1677661
839,839,0,1,1,0,02,2290,1677662
840,840,0,1,1,1,00,2290,1677664
841,841,0,1,1,0,00,2290,1677665
842,842,0,1,1,1,02,2290,1677667
843,843,0,1,1,0,02,2290,1677668
844,844,0,1,1,1,00,2290,1677670
845,845,0,1,1,0,00,2290,1677671
846,846,0,1,1,1,02,2290,1677673
847,847,0,1,1,0,02,2290,1677674
848,848,0,1,1,1,02,2290,1677676
849,849,0,1,1,0,00,2290,1677677
850,850,0,1,1,1,01,2290,1677679
851,851,0,1,1,0,01,2290,1677680
852,852,0,1,1,1,02,2290,1677682
853,853,0,1,1,0,02,2290,1677683
854,854,0,1,1,1,02,2290,1677685
855,855,0,1,1,0,01,2290,1677686
856,856,0,1,1,1,02,2290,1677688
857,857,0,1,1,0,02,2290,1677689
858,858,0,1,1,1,01,2290,1677691
859,859,0,1,1,0,03,2290,1677692
860,860,0,1,1,1,02,2290,1677694
861,861,0,1,1,0,02,2290,1677695
862,862,0,1,1,1,03,2290,1677697
863,863,0,1,1,0,03,2290,1677698
864,864,0,1,1,1,01,2290,1677700
865,865,0,1,1,0,01,2290,1677701
866,866,0,1,1,1,08,2290,1677703
867,867,0,1,1,0,03,2290,1677704
868,868,0,1,1,1,02,2290,1677706
869,869,0,1,1,0,01,2290,1677707
870,870,0,1,1,0,08,2290,1677708
871,871,0,1,1,1,01,2290,1677710
872,872,0,1,1,0,01,2290,1677711
873,873,0,1,1,1,03,2290,1677713
874,874,0,1,1,0,03,2290,1677714
875,875,0,1,1,1,01,2290,1677716
876,876,0,1,1,0,03,2290,1677717
877,877,0,1,1,1,00,2290,1677719
878,878,0,1,1,0,08,2290,1677720
879,879,0,1,1,1,01,2290,1677722
880,880,0,1,1,0,01,2290,1677723
881,881,0,1,1,1,08,2290,1677725
882,882,0,1,1,0,08,2290,1677726
883,883,0,1,1,1,01,2290,1677728
884,884,0,1,1,0,01,2290,1677729
885,885,0,1,1,1,08,2290,1677731
886,886,0,1,1,0,08,2290,1677732
887,887,0,1,1,1,01,2290,1677734
888,888,0,1,1,0,03,2290,1677735
889,889,0,1,1,1,0a,2290,1677737
890,890,0,1,1,0,08,2290,1677738
891,891,0,1,1,1,03,2290,1677740
892,892,0,1,1,0,03,2290,1677741
893,893,0,1,1,1,08,2290,1677743
894,894,0,1,1,0,0a,2290,1677744
895,895,0,1,1,1,03,2290,1677746
896,896,0,1,1,0,03,2290,1677747
897,897,0,1,1,1,0a,2290,1677749
898,898,0,1,1,0,0a,2290,1677750
899,899,0,1,1,1,03,2290,1677752
900,900,0,1,1,0,03,2290,1677753
901,901,0,1,1,1,09,2290,1677755
902,902,0,1,1,0,0a,2290,1677756
903,903,0,1,1,0,03,2290,1677757
904,904,0,1,1,1,09,2290,1677759
905,905,0,1,1,0,0a,2290,1677760
906,906,0,1,1,1,0b,2290,1677762
907,907,0,1,1,0,08,2290,1677763
908,908,0,1,1,1,02,2290,1677765
909,909,0,1,1,0,09,2290,1677766
910,910,0,1,1,1,08,2290,1677768
911,911,0,1,1,0,08,2290,1677769
912,912,0,1,1,1,09,2290,1677771
913,913,0,1,1,0,0b,2290,1677772
914,914,0,1,1,1,08,2290,1677774
915,915,0,1,1,0,03,2290,1677775
916,916,0,1,1,1,0b,2290,1677777
917,917,0,1,1,0,09,2290,1677778
918,918,0,1,1,1,08,2290,1677780
919,919,0,1,1,0,08,2290,1677781
920,920,0,1,1,1,0b,2290,1677783
921,921,0,1,1,0,0b,2290,1677784
922,922,0,1,1,1,08,2290,1677786
923,923,0,1,1,0,08,2290,1677787
924,924,0,1,1,1,04,2290,1677789
925,925,0,1,1,0,0b,2290,1677790
926,926,0,1,1,1,08,2290,1677792
927,927,0,1,1,0,08,2290,1677793
928,928,0,1,1,1,0b,2290,1677795
929,929,0,1,1,0,0b,2290,1677796
930,930,0,1,1,1,08,2290,1677798
931,931,0,1,1,0,08,2290,1677799
932,932,0,1,1,1,06,2290,1677801
933,933,0,1,1,0,06,2290,1677802
934,934,0,1,1,1,0a,2290,1677804
935,935,0,1,1,0,09,2290,1677805
936,936,0,1,1,1,06,2290,1677806
937,937,0,1,1,1,04,2290,1677808
938,938,0,1,1,0,0a,2290,1677809
939,939,0,1,1,1,0a,2290,1677811
940,940,0,1,1,0,05,2290,1677812
941,941,0,1,1,1,06,2290,1677814
942,942,0,1,1,0,09,2290,1677815
943,943,0,1,1,1,09,2290,1677817
944,944,0,1,1,0,05,2290,1677818
945,945,0,1,1,1,01,2290,1677820
946,946,0,1,1,0,0b,2290,1677821
947,947,0,1,1,1,0d,2290,1677823
948,948,0,1,1,0,0c,2290,1677824
949,949,0,1,1,1,09,2290,1677826
950,950,0,1,1,0,0b,2290,1677827
951,951,0,1,1,1,07,2290,1677829
952,952,0,1,1,0,07,2290,1677830
953,953,0,1,1,1,0b,2290,1677832
954,954,0,1,1,0,04,2290,1677833
955,955,0,1,1,1,0c,2290,1677835
956,956,0,1,1,0,0e,2290,1677836
957,957,0,1,1,1,0b,2290,1677838
958,958,0,1,1,0,04,2290,1677839
959,959,0,1,1,1,0e,2290,1677841
960,960,0,1,1,0,0c,2290,1677842
961,961,0,1,1,1,0b,2290,1677844
962,962,0,1,1,0,04,2290,1677845
963,963,0,1,1,1,0c,2290,1677847
964,964,0,1,1,0,0e,2290,1677848
965,965,0,1,1,1,06,2290,1677850
966,966,0,1,1,0,07,2290,1677851
967,967,0,1,1,1,0e,2290,1677853
968,968,0,1,1,0,0f,2290,1677854
969,969,0,1,1,1,04,2290,1677856
970,970,0,1,1,0,05,2290,1677857
971,971,0,1,1,0,20,2290,1677858
972,972,0,1,1,1,25,2290,1677860
973,973,0,1,1,0,06,2290,1677861
974,974,0,1,1,1,0f,2290,1677863
975,975,0,1,1,0,0f,2290,1677864
976,976,0,1,1,1,25,2290,1677866
977,977,0,1,1,0,07,2290,1677867
978,978,0,1,1,1,0f,2290,1677869
979,979,0,1,1,0,22,2290,1677870
980,980,0,1,1,1,05,2290,1677872
981,981,0,1,1,0,05,2290,1677873
982,982,0,1,1,1,21,2290,1677875
983,983,0,1,1,0,22,2290,1677876
984,984,0,1,1,1,06,2290,1677878
985,985,0,1,1,0,07,2290,1677879
986,986,0,1,1,1,22,2290,1677881
987,987,0,1,1,0,20,2290,1677882
988,988,0,1,1,1,0c,2290,1677884
989,989,0,1,1,0,07,2290,1677885
990,990,0,1,1,1,23,2290,1677887
991,991,0,1,1,0,21,2290,1677888
992,992,0,1,1,1,0c,2290,1677890
993,993,0,1,1,0,07,2290,1677891
994,994,0,1,1,1,2a,2290,1677893
995,995,0,1,1,0,28,2290,1677894
996,996,0,1,1,1,0c,2290,1677896
997,997,0,1,1,0,0c,2290,1677897
998,998,0,1,1,1,29,2290,1677899
999,999,0,1,1,0,2a,2290,1677900
1000,1000,0,1,1,1,0c,2290,1677902
1001,1001,0,1,1,0,0e,2290,1677903
1002,1002,0,1,1,1,28,2290,1677905
1003,1003,0,1,1,0,2a,2290,1677906
1004,1004,0,1,1,0,0e,2290,1677907
1005,1005,0,1,1,1,0e,2290,1677909
1006,1006,0,1,1,0,2b,2290,1677910
1007,1007,0,1,1,1,2a,2290,1677912
1008,1008,0,1,1,0,0d,2290,1677913
1009,1009,0,1,1,1,09,2290,1677915
1010,1010,0,1,1,0,2b,2290,1677916
1011,1011,0,1,1,1,2d,2290,1677918
1012,1012,0,1,1,0,0f,2290,1677919
1013,1013,0,1,1,1,2b,2290,1677921
1014,1014,0,1,1,0,26,2290,1677922
1015,1015,0,1,1,1,0e,2290,1677924
1016,1016,0,1,1,0,0d,2290,1677925
1017,1017,0,1,1,1,2b,2290,1677927
1018,1018,0,1,1,0,2b,2290,1677928
1019,1019,0,1,1,1,0e,2290,1677930
1020,1020,0,1,1,0,0f,2290,1677931
1021,1021,0,1,1,1,25,2290,1677933
1022,1022,0,1,1,0,26,2290,1677934
1023,1023,0,1,1,1,0f,2290,1677936
1024,1024,0,1,1,0,0f,2290,1677937
1025,1025,0,1,1,1,25,2290,1677939
1026,1026,0,1,1,0,27,2290,1677940
1027,1027,0,1,1,1,20,2290,1677942
1028,1028,0,1,1,0,23,2290,1677943
1029,1029,0,1,1,1,26,2290,1677945
1030,1030,0,1,1,0,25,2290,1677946
1031,1031,0,1,1,1,20,2290,1677948
1032,1032,0,1,1,0,27,2290,1677949
1033,1033,0,1,1,1,25,2290,1677951
1034,1034,0,1,1,0,24,2290,1677952
1035,1035,0,1,1,1,20,2290,1677954
1036,1036,0,1,1,0,22,2290,1677955
1037,1037,0,1,1,1,25,2290,1677957
1038,1038,0,1,1,1,20,2290,1677958
1039,1039,0,1,1,1,20,2290,1677960
1040,1040,0,1,1,1,26,2290,1677961
1041,1041,0,1,1,0,27,2290,1677962
1042,1042,0,1,1,1,20,2290,1677964
1043,1043,0,1,1,0,21,2290,1677965
1044,1044,0,1,1,1,2c,2290,1677967
1045,1045,0,1,1,0,2d,2290,1677968
1046,1046,0,1,1,1,21,2290,1677970
1047,1047,0,1,1,0,21,2290,1677971
1048,1048,0,1,1,1,2c,2290,1677973
1049,1049,0,1,1,0,2c,2290,1677974
1050,1050,0,1,1,1,21,2290,1677976
1051,1051,0,1,1,0,23,2290,1677977
1052,1052,0,1,1,1,2e,2290,1677979
1053,1053,0,1,1,0,2d,2290,1677980
1054,1054,0,1,1,1,21,2290,1677982
1055,1055,0,1,1,0,22,2290,1677983
1056,1056,0,1,1,1,2d,2290,1677985
1057,1057,0,1,1,0,2f,2290,1677986
1058,1058,0,1,1,1,21,2290,1677988
1059,1059,0,1,1,0,21,2290,1677989
1060,1060,0,1,1,1,2c,2290,1677991
1061,1061,0,1,1,0,2f,2290,1677992
1062,1062,0,1,1,1,21,2290,1677994
1063,1063,0,1,1,0,21,2290,1677995
1064,1064,0,1,1,1,2d,2290,1677997
1065,1065,0,1,1,0,2d,2290,1677998
1066,1066,0,1,1,1,23,2290,1678000
1067,1067,0,1,1,0,20,2290,1678001
1068,1068,0,1,1,1,10,2290,1678003
1069,1069,0,1,1,0,13,2290,1678004
1070,1070,0,1,1,0,22,2290,1678005
1071,1071,0,1,1,1,28,2290,1678007
1072,1072,0,1,1,0,2f,2290,1678008
1073,1073,0,1,1,1,28,2290,1678010
1074,1074,0,1,1,1,21,2290,1678011
1075,1075,0,1,1,1,20,2290,1678013
1076,1076,0,1,1,0,10,2290,1678014
1077,1077,0,1,1,1,13,2290,1678016
1078,1078,0,1,1,0,28,2290,1678017
1079,1079,0,1,1,1,12,2290,1678019
1080,1080,0,1,1,0,10,2290,1678020
1081,1081,0,1,1,1,0a,2290,1678022
1082,1082,0,1,1,0,28,2290,1678023
1083,1083,0,1,1,1,11,2290,1678025
1084,1084,0,1,1,0,10,2290,1678026
1085,1085,0,1,1,1,23,2290,1678028
1086,1086,0,1,1,0,2a,2290,1678029
1087,1087,0,1,1,1,12,2290,1678031
1088,1088,0,1,1,0,11,2290,1678032
1089,1089,0,1,1,1,28,2290,1678034
1090,1090,0,1,1,0,2a,2290,1678035
1091,1091,0,1,1,1,11,2290,1678037
1092,1092,0,1,1,0,2f,2290,1678038
1093,1093,0,1,1,1,2a,2290,1678040
1094,1094,0,1,1,0,28,2290,1678041
1095,1095,0,1,1,1,1a,2290,1678043
1096,1096,0,1,1,0,1a,2290,1678044
1097,1097,0,1,1,1,2a,2290,1678046
1098,1098,0,1,1,0,29,2290,1678047
1099,1099,0,1,1,1,11,2290,1678049
1100,1100,0,1,1,0,11,2290,1678050
1101,1101,0,1,1,1,29,2290,1678052
1102,1102,0,1,1,0,2b,2290,1678053
1103,1103,0,1,1,1,12,2290,1678055
1104,1104,0,1,1,0,1a,2290,1678056
1105,1105,0,1,1,1,28,2290,1678058
1106,1106,0,1,1,0,29,2290,1678059
1107,1107,0,1,1,0,13,2290,1678060
1108,1108,0,1,1,1,12,2290,1678062
1109,1109,0,1,1,0,2b,2290,1678063
1110,1110,0,1,1,1,3b,2290,1678065
1111,1111,0,1,1,0,18,2290,1678066
1112,1112,0,1,1,1,1b,2290,1678068
1113,1113,0,1,1,0,2a,2290,1678069
1114,1114,0,1,1,1,13,2290,1678071
1115,1115,0,1,1,0,18,2290,1678072
1116,1116,0,1,1,1,2b,2290,1678074
1117,1117,0,1,1,0,2a,2290,1678075
1118,1118,0,1,1,1,18,2290,1678077
1119,1119,0,1,1,0,18,2290,1678078
1120,1120,0,1,1,1,29,2290,1678080
1121,1121,0,1,1,0,2b,2290,1678081
1122,1122,0,1,1,1,19,2290,1678083
1123,1123,0,1,1,0,18,2290,1678084
1124,1124,0,1,1,1,2b,2290,1678086
1125,1125,0,1,1,0,2b,2290,1678087
1126,1126,0,1,1,1,1b,2290,1678089
1127,1127,0,1,1,0,1a,2290,1678090
1128,1128,0,1,1,1,2b,2290,1678092
1129,1129,0,1,1,0,2b,2290,1678093
1130,1130,0,1,1,1,1b,2290,1678095
1131,1131,0,1,1,0,14,2290,1678096
1132,1132,0,1,1,1,29,2290,1678098
1133,1133,0,1,1,0,2b,2290,1678099
1134,1134,0,1,1,1,1b,2290,1678101
1135,1135,0,1,1,0,1a,2290,1678102
1136,1136,0,1,1,1,24,2290,1678104
1137,1137,0,1,1,0,26,2290,1678105
1138,1138,0,1,1,1,1a,2290,1678106
1139,1139,0,1,1,1,19,2290,1678108
1140,1140,0,1,1,1,24,2290,1678110
1141,1141,0,1,1,1,2f,2290,1678111
1142,1142,0,1,1,0,14,2290,1678112
1143,1143,0,1,1,1,1b,2290,1678114
1144,1144,0,1,1,0,24,2290,1678115
1145,1145,0,1,1,1,35,2290,1678117
1146,1146,0,1,1,0,14,2290,1678118
1147,1147,0,1,1,1,00,2290,1678120
1148,1148,0,1,1,0,29,2290,1678121
1149,1149,0,1,1,1,14,2290,1678123
1150,1150,0,1,1,0,1b,2290,1678124
1151,1151,0,1,1,1,24,2290,1678126
1152,1152,0,1,1,0,24,2290,1678127
1153,1153,0,1,1,1,1b,2290,1678129
1154,1154,0,1,1,0,1b,2290,1678130
1155,1155,0,1,1,1,2b,2290,1678132
1156,1156,0,1,1,0,24,2290,1678133
1157,1157,0,1,1,1,1b,2290,1678135
1158,1158,0,1,1,0,14,2290,1678136
1159,1159,0,1,1,1,26,2290,1678138
1160,1160,0,1,1,0,25,2290,1678139
1161,1161,0,1,1,1,1b,2290,1678141
1162,1162,0,1,1,0,14,2290,1678142
1163,1163,0,1,1,1,26,2290,1678144
1164,1164,0,1,1,0,27,2290,1678145
1165,1165,0,1,1,1,15,2290,1678147
1166,1166,0,1,1,0,15,2290,1678148
1167,1167,0,1,1,1,25,2290,1678150
1168,1168,0,1,1,0,25,2290,1678151
1169,1169,0,1,1,1,14,2290,1678153
1170,1170,0,1,1,0,14,2290,1678154
1171,1171,0,1,1,1,26,2290,1678155
1172,1172,0,1,1,0,27,2290,1678157
1173,1173,0,1,1,0,17,2290,1678158
1174,1174,0,1,1,1,15,2290,1678160
1175,1175,0,1,1,0,25,2290,1678161
1176,1176,0,1,1,1,24,2290,1678163
1177,1177,0,1,1,0,14,2290,1678164
1178,1178,0,1,1,1,15,2290,1678166
1179,1179,0,1,1,0,27,2290,1678167
1180,1180,0,1,1,1,34,2290,1678169
1181,1181,0,1,1,0,1c,2290,1678170
1182,1182,0,1,1,1,26,2290,1678172
1183,1183,0,1,1,0,26,2290,1678173
1184,1184,0,1,1,1,16,2290,1678175
1185,1185,0,1,1,0,16,2290,1678176
1186,1186,0,1,1,1,27,2290,1678178
1187,1187,0,1,1,0,25,2290,1678179
1188,1188,0,1,1,1,17,2290,1678181
1189,1189,0,1,1,0,1c,2290,1678182
1190,1190,0,1,1,1,26,2290,1678184
1191,1191,0,1,1,0,26,2290,1678185
1192,1192,0,1,1,1,17,2290,1678187
1193,1193,0,1,1,0,1c,2290,1678188
1194,1194,0,1,1,1,25,2290,1678190
1195,1195,0,1,1,0,26,2290,1678191
1196,1196,0,1,1,1,14,2290,1678193
1197,1197,0,1,1,0,17,2290,1678194
1198,1198,0,1,1,1,27,2290,1678196
1199,1199,0,1,1,0,24,2290,1678197
1200,1200,0,1,1,1,17,2290,1678199
1201,1201,0,1,1,0,1c,2290,1678200
1202,1202,0,1,1,1,25,2290,1678202
1203,1203,0,1,1,0,2c,2290,1678203
1204,1204,0,1,1,1,1c,2290,1678205
1205,1205,0,1,1,0,1c,2290,1678206
1206,1206,0,1,1,1,25,2290,1678207
1207,1207,0,1,1,1,27,2290,1678209
1208,1208,0,1,1,0,1d,2290,1678210
1209,1209,0,1,1,1,17,2290,1678212
1210,1210,0,1,1,0,25,2290,1678213
1211,1211,0,1,1,1,27,2290,1678215
1212,1212,0,1,1,0,1c,2290,1678216
1213,1213,0,1,1,1,05,2290,1678218
1214,1214,0,1,1,0,27,2290,1678219
1215,1215,0,1,1,1,36,2290,1678221
1216,1216,0,1,1,0,1c,2290,1678222
1217,1217,0,1,1,1,27,2290,1678224
1218,1218,0,1,1,0,27,2290,1678225
1219,1219,0,1,1,1,1c,2290,1678227
1220,1220,0,1,1,0,1d,2290,1678228
1221,1221,0,1,1,1,2c,2290,1678230
1222,1222,0,1,1,0,26,2290,1678231
1223,1223,0,1,1,1,16,2290,1678233
1224,1224,0,1,1,0,1c,2290,1678234
1225,1225,0,1,1,1,25,2290,1678236
1226,1226,0,1,1,0,2c,2290,1678237
1227,1227,0,1,1,1,1e,2290,1678239
1228,1228,0,1,1,0,17,2290,1678240
1229,1229,0,1,1,1,25,2290,1678242
1230,1230,0,1,1,0,27,2290,1678243
1231,1231,0,1,1,1,1c,2290,1678245
1232,1232,0,1,1,0,1c,2290,1678246
1233,1233,0,1,1,1,25,2290,1678248
1234,1234,0,1,1,0,27,2290,1678249
1235,1235,0,1,1,1,1e,2290,1678251
1236,1236,0,1,1,0,17,2290,1678252
1237,1237,0,1,1,1,27,2290,1678254
1238,1238,0,1,1,0,25,2290,1678255
1239,1239,0,1,1,1,1c,2290,1678256
1240,1240,0,1,1,0,17,2290,1678258
1241,1241,0,1,1,0,27,2290,1678259
1242,1242,0,1,1,1,26,2290,1678261
1243,1243,0,1,1,0,1c,2290,1678262
1244,1244,0,1,1,1,0c,2290,1678264
1245,1245,0,1,1,0,27,2290,1678265
1246,1246,0,1,1,1,2c,2290,1678267
1247,1247,0,1,1,0,1e,2290,1678268
1248,1248,0,1,1,1,0c,2290,1678270
1249,1249,0,1,1,0,27,2290,1678271
1250,1250,0,1,1,1,3f,2290,1678273
1251,1251,0,1,1,0,17,2290,1678274
1252,1252,0,1,1,1,2c,2290,1678276
1253,1253,0,1,1,0,25,2290,1678277
1254,1254,0,1,1,1,1c,2290,1678279
1255,1255,0,1,1,0,1e,2290,1678280
1256,1256,0,1,1,1,27,2290,1678282
1257,1257,0,1,1,0,2c,2290,1678283
1258,1258,0,1,1,1,1e,2290,1678285
1259,1259,0,1,1,0,17,2290,1678286
1260,1260,0,1,1,1,2e,2290,1678288
1261,1261,0,1,1,0,2c,2290,1678289
1262,1262,0,1,1,1,15,2290,1678291
1263,1263,0,1,1,0,17,2290,1678292
1264,1264,0,1,1,1,2e,2290,1678294
1265,1265,0,1,1,0,27,2290,1678295
1266,1266,0,1,1,1,1e,2290,1678297
1267,1267,0,1,1,0,30,2290,1678298
1268,1268,0,1,1,1,27,2290,1678300
1269,1269,0,1,1,0,2e,2290,1678301
1270,1270,0,1,1,1,1c,2290,1678303
1271,1271,0,1,1,0,15,2290,1678304
1272,1272,0,1,1,1,27,2290,1678305
1273,1273,0,1,1,0,2f,2290,1678307
1274,1274,0,1,1,0,1c,2290,1678308
1275,1275,0,1,1,1,1f,2290,1678310
1276,1276,0,1,1,0,27,2290,1678311
1277,1277,0,1,1,1,26,2290,1678313
1278,1278,0,1,1,0,1d,2290,1678314
1279,1279,0,1,1,1,16,2290,1678316
1280,1280,0,1,1,0,27,2290,1678317
1281,1281,0,1,1,1,34,2290,1678319
1282,1282,0,1,1,0,17,2290,1678320
1283,1283,0,1,1,1,27,2290,1678322
1284,1284,0,1,1,0,2c,2290,1678323
1285,1285,0,1,1,1,17,2290,1678325
1286,1286,0,1,1,0,1d,2290,1678326
1287,1287,0,1,1,1,2c,2290,1678328
1288,1288,0,1,1,0,2d,2290,1678329
1289,1289,0,1,1,1,1f,2290,1678331
1290,1290,0,1,1,0,1e,2290,1678332
1291,1291,0,1,1,1,2d,2290,1678334
1292,1292,0,1,1,0,2e,2290,1678335
1293,1293,0,1,1,1,1d,2290,1678337
1294,1294,0,1,1,0,17,2290,1678338
1295,1295,0,1,1,1,2c,2290,1678340
1296,1296,0,1,1,0,2c,2290,1678341
1297,1297,0,1,1,1,1d,2290,1678343
1298,1298,0,1,1,0,1d,2290,1678344
1299,1299,0,1,1,1,2c,2290,1678346
1300,1300,0,1,1,0,27,2290,1678347
1301,1301,0,1,1,1,32,2290,1678349
1302,1302,0,1,1,0,30,2290,1678350
1303,1303,0,1,1,1,2c,2290,1678352
1304,1304,0,1,1,0,2e,2290,1678353
1305,1305,0,1,1,1,1c,2290,1678355
1306,1306,0,1,1,0,35,2290,1678356
1307,1307,0,1,1,0,27,2290,1678357
1308,1308,0,1,1,1,3f,2290,1678359
1309,1309,0,1,1,0,1d,2290,1678360
1310,1310,0,1,1,1,1e,2290,1678362
1311,1311,0,1,1,0,2c,2290,1678363
1312,1312,0,1,1,1,3e,2290,1678365
1313,1313,0,1,1,0,1c,2290,1678366
1314,1314,0,1,1,1,0f,2290,1678368
1315,1315,0,1,1,0,2c,2290,1678369
1316,1316,0,1,1,1,1c,2290,1678371
1317,1317,0,1,1,0,1e,2290,1678372
1318,1318,0,1,1,1,2e,2290,1678374
1319,1319,0,1,1,0,2c,2290,1678375
1320,1320,0,1,1,1,1c,2290,1678377
1321,1321,0,1,1,0,1d,2290,1678378
1322,1322,0,1,1,1,2e,2290,1678380
1323,1323,0,1,1,0,2c,2290,1678381
1324,1324,0,1,1,1,1e,2290,1678383
1325,1325,0,1,1,0,1e,2290,1678384
1326,1326,0,1,1,1,2c,2290,1678386
1327,1327,0,1,1,0,2c,2290,1678387
1328,1328,0,1,1,1,1c,2290,1678389
1329,1329,0,1,1,0,1c,2290,1678390
1330,1330,0,1,1,1,2e,2290,1678392
1331,1331,0,1,1,0,2c,2290,1678393
1332,1332,0,1,1,1,1e,2290,1678395
1333,1333,0,1,1,0,1c,2290,1678396
1334,1334,0,1,1,1,2c,2290,1678398
1335,1335,0,1,1,0,2e,2290,1678399
1336,1336,0,1,1,1,30,2290,1678401
1337,1337,0,1,1,0,1d,2290,1678402
1338,1338,0,1,1,1,2c,2290,1678404
1339,1339,0,1,1,0,2c,2290,1678405
1340,1340,0,1,1,0,1f,2290,1678406
1341,1341,0,1,1,1,1d,2290,1678408
1342,1342,0,1,1,0,27,2290,1678409
1343,1343,0,1,1,1,2e,2290,1678411
1344,1344,0,1,1,0,1c,2290,1678412
1345,1345,0,1,1,1,0c,2290,1678414
1346,1346,0,1,1,0,2e,2290,1678415
1347,1347,0,1,1,1,3e,2290,1678417
1348,1348,0,1,1,0,1c,2290,1678418
1349,1349,0,1,1,1,05,2290,1678420
1350,1350,0,1,1,0,2e,2290,1678421
1351,1351,0,1,1,1,1c,2290,1678423
1352,1352,0,1,1,0,17,2290,1678424
1353,1353,0,1,1,1,27,2290,1678426
1354,1354,0,1,1,0,2d,2290,1678427
1355,1355,0,1,1,1,1c,2290,1678429
1356,1356,0,1,1,0,17,2290,1678430
1357,1357,0,1,1,1,27,2290,1678432
1358,1358,0,1,1,0,2c,2290,1678433
1359,1359,0,1,1,1,1d,2290,1678435
1360,1360,0,1,1,0,1d,2290,1678436
1361,1361,0,1,1,1,2c,2290,1678438
1362,1362,0,1,1,0,2c,2290,1678439
1363,1363,0,1,1,1,1e,2290,1678441
1364,1364,0,1,1,0,1c,2290,1678442
1365,1365,0,1,1,1,25,2290,1678444
1366,1366,0,1,1,0,27,2290,1678445
1367,1367,0,1,1,1,17,2290,1678447
1368,1368,0,1,1,0,1f,2290,1678448
1369,1369,0,1,1,1,2e,2290,1678450
1370,1370,0,1,1,0,2c,2290,1678451
1371,1371,0,1,1,1,1c,2290,1678453
1372,1372,0,1,1,0,1f,2290,1678454
1373,1373,0,1,1,1,25,2290,1678452
1374,1374,0,1,1,0,27,2290,1678457
1375,1375,0,1,1,1,1d,2290,1678458
1376,1376,0,1,1,1,1f,2290,1678460
1377,1377,0,1,1,0,2c,2290,1678461
1378,1378,0,1,1,1,2e,2290,1678463
1379,1379,0,1,1,0,1e,2290,1678464
1380,1380,0,1,1,1,0c,2290,1678466
1381,1381,0,1,1,0,27,2290,1678467
1382,1382,0,1,1,1,3f,2290,1678469
1383,1383,0,1,1,0,17,2290,1678470
1384,1384,0,1,1,1,27,2290,1678472
1385,1385,0,1,1,0,2c,2290,1678473
1386,1386,0,1,1,1,1e,2290,1678475
1387,1387,0,1,1,0,1e,2290,1678476
1388,1388,0,1,1,1,2c,2290,1678478
1389,1389,0,1,1,0,27,2290,1678479
1390,1390,0,1,1,1,1c,2290,1678481
1391,1391,0,1,1,0,1c,2290,1678482
1392,1392,0,1,1,1,2c,2290,1678484
1393,1393,0,1,1,0,2c,2290,1678485
1394,1394,0,1,1,1,1c,2290,1678487
1395,1395,0,1,1,0,1f,2290,1678488
1396,1396,0,1,1,1,2e,2290,1678490
1397,1397,0,1,1,0,2e,2290,1678491
1398,1398,0,1,1,1,1d,2290,1678493
1399,1399,0,1,1,0,15,2290,1678494
1400,1400,0,1,1,1,27,2290,1678496
1401,1401,0,1,1,0,2c,2290,1678497
1402,1402,0,1,1,1,17,2290,1678499
1403,1403,0,1,1,0,1e,2290,1678500
1404,1404,0,1,1,1,27,2290,1678502
1405,1405,0,1,1,0,27,2290,1678503
1406,1406,0,1,1,1,17,2290,1678505
1407,1407,0,1,1,0,1c,2290,1678506
1408,1408,0,1,1,1,27,2290,1678507
1409,1409,0,1,1,1,2f,2290,1678509
1410,1410,0,1,1,0,1c,2290,1678510
1411,1411,0,1,1,1,1f,2290,1678512
1412,1412,0,1,1,0,27,2290,1678513
1413,1413,0,1,1,1,3f,2290,1678515
1414,1414,0,1,1,0,1e,2290,1678516
1415,1415,0,1,1,1,0e,2290,1678518
1416,1416,0,1,1,0,27,2290,1678519
1417,1417,0,1,1,1,3d,2290,1678521
1418,1418,0,1,1,0,1e,2290,1678522
1419,1419,0,1,1,1,27,2290,1678524
1420,1420,0,1,1,0,2e,2290,1678525
1421,1421,0,1,1,1,1c,2290,1678527
1422,1422,0,1,1,0,1d,2290,1678528
1423,1423,0,1,1,1,2c,2290,1678530
1424,1424,0,1,1,0,27,2290,1678531
1425,1425,0,1,1,1,1e,2290,1678533
1426,1426,0,1,1,0,1d,2290,1678534
