a,b
1546.35000,0.32679
1546.35500,0.33041
1546.36000,0.32975
1546.36500,0.32514
1546.37000,0.32185
1546.37500,0.31594
1546.38000,0.31396
1546.38500,0.31528
1546.39000,0.32185
1546.39500,0.32777
1546.40000,0.33106
1546.40500,0.33764
1546.41000,0.33665
1546.41500,0.32843
1546.42000,0.31857
1546.42500,0.30344
1546.43000,0.29785
1546.43500,0.29456
1546.44000,0.29423
1546.44500,0.29883
1546.45000,0.30179
1546.45500,0.31265
1546.46000,0.31758
1546.46500,0.31298
1546.47000,0.30508
1546.47500,0.29160
1546.48000,0.28765
1546.48500,0.28666
1546.49000,0.28206
1546.49500,0.28732
1546.50000,0.28338
1546.50500,0.28305
1546.51000,0.27252
1546.51500,0.24621
1546.52000,0.22582
1546.52500,0.20214
1546.53000,0.17945
1546.53500,0.15676
1546.54000,0.12058
1546.54500,0.08440
1546.55000,0.06434
1546.55500,0.07947
1546.56000,0.11499
1546.56500,0.14557
1546.57000,0.17649
1546.57500,0.19458
1546.58000,0.21365
1546.58500,0.23174
1546.59000,0.24161
1546.59500,0.24490
1546.60000,0.24490
1546.60500,0.25082
1546.61000,0.26101
1546.61500,0.27088
1546.62000,0.28338
1546.62500,0.28601
1546.63000,0.28897
1546.63500,0.28074
1546.64000,0.27384
1546.64500,0.27548
1546.65000,0.27351
1546.65500,0.28107
1546.66000,0.28239
1546.66500,0.28897
1546.67000,0.30114
1546.67500,0.30179
1546.68000,0.30212
1546.68500,0.29094
1546.69000,0.28568
1546.69500,0.28634
1546.70000,0.28140
1546.70500,0.28535
1546.71000,0.28798
1546.71500,0.29291
1546.72000,0.30804
1546.72500,0.30640
1546.73000,0.29653
1546.73500,0.28502
1546.74000,0.27450
1546.74500,0.27515
1546.75000,0.27844
1546.75500,0.28206
1546.76000,0.28765
1546.76500,0.28962
1546.77000,0.29456
1546.77500,0.29324
1546.78000,0.28601
1546.78500,0.27943
1546.79000,0.27055
1546.79500,0.26594
1546.80000,0.26660
1546.80500,0.27384
1546.81000,0.28009
1546.81500,0.28272
1546.82000,0.27778
1546.82500,0.27482
1546.83000,0.27351
1546.83500,0.26068
1546.84000,0.25016
1546.84500,0.23996
1546.85000,0.23141
1546.85500,0.22977
1546.86000,0.21990
1546.86500,0.20708
1546.87000,0.18668
1546.87500,0.16728
1546.88000,0.14393
1546.88500,0.11828
1546.89000,0.09295
1546.89500,0.08078
1546.90000,0.09460
1546.90500,0.12518
1546.91000,0.15248
1546.91500,0.17517
1546.92000,0.18997
1546.92500,0.20412
1546.93000,0.22056
1546.93500,0.24194
1546.94000,0.26167
1546.94500,0.27121
1546.95000,0.27252
1546.95500,0.26989
1546.96000,0.26923
1546.96500,0.27186
1546.97000,0.27186
1546.97500,0.27910
1546.98000,0.28864
1546.98500,0.29850
1546.99000,0.30442
1546.99500,0.29916
1547.00000,0.29258
1547.00500,0.28699
1547.01000,0.27647
1547.01500,0.27647
1547.02000,0.28272
1547.02500,0.29061
1547.03000,0.30311
1547.03500,0.30541
1547.04000,0.30738
1547.04500,0.30804
1547.05000,0.30278
1547.05500,0.29719
1547.06000,0.28864
1547.06500,0.28634
1547.07000,0.29390
1547.07500,0.29982
1547.08000,0.30508
1547.08500,0.30640
1547.09000,0.30410
1547.09500,0.30278
1547.10000,0.29883
1547.10500,0.29094
1547.11000,0.28436
1547.11500,0.28206
1547.12000,0.28403
1547.12500,0.29061
1547.13000,0.29916
1547.13500,0.30475
1547.14000,0.30475
1547.14500,0.29719
1547.15000,0.28634
1547.15500,0.27746
1547.16000,0.27647
1547.16500,0.27746
1547.17000,0.27910
1547.17500,0.28042
1547.18000,0.28107
1547.18500,0.27811
1547.19000,0.26529
1547.19500,0.24621
1547.20000,0.23043
1547.20500,0.21694
1547.21000,0.20675
1547.21500,0.19688
1547.22000,0.17715
1547.22500,0.14492
1547.23000,0.10545
1547.23500,0.07651
1547.24000,0.06763
1547.24500,0.08111
1547.25000,0.10052
1547.25500,0.12321
1547.26000,0.14426
1547.26500,0.16728
1547.27000,0.18800
1547.27500,0.20477
1547.28000,0.21332
1547.28500,0.22319
1547.29000,0.23141
1547.29500,0.24161
1547.30000,0.25180
1547.30500,0.26134
1547.31000,0.26858
1547.31500,0.27252
1547.32000,0.26693
1547.32500,0.26101
1547.33000,0.25904
1547.33500,0.26167
1547.34000,0.26463
1547.34500,0.27219
1547.35000,0.27680
1547.35500,0.27910
1547.36000,0.27713
1547.36500,0.27482
1547.37000,0.26956
1547.37500,0.26726
1547.38000,0.26693
1547.38500,0.26825
1547.39000,0.26726
1547.39500,0.26956
1547.40000,0.27450
1547.40500,0.27647
1547.41000,0.27186
1547.41500,0.26331
1547.42000,0.25805
1547.42500,0.25739
1547.43000,0.25805
1547.43500,0.26068
1547.44000,0.26463
1547.44500,0.26923
1547.45000,0.27219
1547.45500,0.26923
1547.46000,0.26430
1547.46500,0.25838
1547.47000,0.25049
1547.47500,0.24621
1547.48000,0.24424
1547.48500,0.24654
1547.49000,0.25476
1547.49500,0.26035
1547.50000,0.26068
1547.50500,0.25476
1547.51000,0.24917
1547.51500,0.24490
1547.52000,0.23963
1547.52500,0.23437
1547.53000,0.22944
1547.53500,0.22714
1547.54000,0.22911
1547.54500,0.22911
1547.55000,0.22549
1547.55500,0.21628
1547.56000,0.20280
1547.56500,0.18307
1547.57000,0.15840
1547.57500,0.12617
1547.58000,0.08835
1547.58500,0.07190
1547.59000,0.07750
1547.59500,0.09065
1547.60000,0.10611
1547.60500,0.12255
1547.61000,0.14261
1547.61500,0.16399
1547.62000,0.18340
1547.62500,0.19754
1547.63000,0.20543
1547.63500,0.21003
1547.64000,0.21135
1547.64500,0.21234
1547.65000,0.21102
1547.65500,0.21398
1547.66000,0.21760
1547.66500,0.22286
1547.67000,0.22418
1547.67500,0.22451
1547.68000,0.22253
1547.68500,0.21990
1547.69000,0.21760
1547.69500,0.21628
1547.70000,0.21727
1547.70500,0.21990
1547.71000,0.22451
1547.71500,0.22681
1547.72000,0.23075
1547.72500,0.23174
1547.73000,0.23075
1547.73500,0.22878
1547.74000,0.22286
1547.74500,0.21957
1547.75000,0.21859
1547.75500,0.22286
1547.76000,0.22747
1547.76500,0.23043
1547.77000,0.23240
1547.77500,0.23503
1547.78000,0.23602
1547.78500,0.23569
1547.79000,0.23306
1547.79500,0.23010
1547.80000,0.22714
1547.80500,0.22549
1547.81000,0.22549
1547.81500,0.22747
1547.82000,0.22878
1547.82500,0.22845
1547.83000,0.22747
1547.83500,0.22352
1547.84000,0.22056
1547.84500,0.21924
1547.85000,0.21859
1547.85500,0.21891
1547.86000,0.21727
1547.86500,0.21793
1547.87000,0.21694
1547.87500,0.21595
1547.88000,0.20905
1547.88500,0.20313
1547.89000,0.19754
1547.89500,0.19359
1547.90000,0.18899
1547.90500,0.18570
1547.91000,0.17517
1547.91500,0.15412
1547.92000,0.12453
1547.92500,0.09854
1547.93000,0.08144
1547.93500,0.07322
1547.94000,0.06927
1547.94500,0.07190
1547.95000,0.08374
1547.95500,0.10709
1547.96000,0.13077
1547.96500,0.14623
1547.97000,0.15544
1547.97500,0.16202
1547.98000,0.16860
1547.98500,0.17748
1547.99000,0.18701
1547.99500,0.19787
1548.00000,0.20675
1548.00500,0.20642
1548.01000,0.20346
1548.01500,0.20247
1548.02000,0.20346
1548.02500,0.20708
1548.03000,0.21003
1548.03500,0.21497
1548.04000,0.21826
1548.04500,0.22187
1548.05000,0.22122
1548.05500,0.21990
1548.06000,0.21661
1548.06500,0.21431
1548.07000,0.21201
1548.07500,0.21267
1548.08000,0.21398
1548.08500,0.21727
1548.09000,0.22220
1548.09500,0.22451
1548.10000,0.22582
1548.10500,0.22352
1548.11000,0.21957
1548.11500,0.21727
1548.12000,0.21299
1548.12500,0.21267
1548.13000,0.21332
1548.13500,0.21530
1548.14000,0.21497
1548.14500,0.21464
1548.15000,0.21299
1548.15500,0.21234
1548.16000,0.21003
1548.16500,0.20740
1548.17000,0.20576
1548.17500,0.20708
1548.18000,0.20675
1548.18500,0.20839
1548.19000,0.21201
1548.19500,0.21365
1548.20000,0.21267
1548.20500,0.21003
1548.21000,0.20412
1548.21500,0.19951
1548.22000,0.19589
1548.22500,0.19162
1548.23000,0.19359
1548.23500,0.19392
1548.24000,0.19228
1548.24500,0.18734
1548.25000,0.18076
1548.25500,0.17024
1548.26000,0.15741
1548.26500,0.14196
1548.27000,0.12781
1548.27500,0.11269
1548.28000,0.09953
1548.28500,0.08901
1548.29000,0.08243
1548.29500,0.08111
1548.30000,0.09230
1548.30500,0.11071
1548.31000,0.13209
1548.31500,0.15314
1548.32000,0.16662
1548.32500,0.17386
1548.33000,0.17649
1548.33500,0.17879
1548.34000,0.18076
1548.34500,0.18405
1548.35000,0.19096
1548.35500,0.19787
1548.36000,0.20083
1548.36500,0.20247
1548.37000,0.20083
1548.37500,0.19918
1548.38000,0.19688
1548.38500,0.19326
1548.39000,0.19359
1548.39500,0.19589
1548.40000,0.19852
1548.40500,0.20379
1548.41000,0.20543
1548.41500,0.20773
1548.42000,0.20543
1548.42500,0.20379
1548.43000,0.20083
1548.43500,0.19852
1548.44000,0.19820
1548.44500,0.19984
1548.45000,0.20214
1548.45500,0.20477
1548.46000,0.20576
1548.46500,0.20576
1548.47000,0.20444
1548.47500,0.20116
1548.48000,0.19787
1548.48500,0.19655
1548.49000,0.19852
1548.49500,0.19885
1548.50000,0.20050
1548.50500,0.20247
1548.51000,0.20477
1548.51500,0.20642
1548.52000,0.20675
1548.52500,0.20477
1548.53000,0.19984
1548.53500,0.19589
1548.54000,0.19425
1548.54500,0.19425
1548.55000,0.19491
1548.55500,0.19556
1548.56000,0.19721
1548.56500,0.19721
1548.57000,0.19228
1548.57500,0.18701
1548.58000,0.17912
1548.58500,0.17254
1548.59000,0.16662
1548.59500,0.16235
1548.60000,0.15708
1548.60500,0.15248
1548.61000,0.14327
1548.61500,0.13242
1548.62000,0.11762
1548.62500,0.10413
1548.63000,0.09164
1548.63500,0.08013
1548.64000,0.06730
1548.64500,0.05974
1548.65000,0.07026
1548.65500,0.10183
1548.66000,0.13900
1548.66500,0.16629
1548.67000,0.18438
1548.67500,0.19951
1548.68000,0.21267
1548.68500,0.22878
1548.69000,0.24358
1548.69500,0.25476
1548.70000,0.25805
1548.70500,0.25608
1548.71000,0.25542
1548.71500,0.25443
1548.72000,0.25345
1548.72500,0.25542
1548.73000,0.25739
1548.73500,0.26167
1548.74000,0.26233
1548.74500,0.26134
1548.75000,0.25838
1548.75500,0.25608
1548.76000,0.25542
1548.76500,0.25476
1548.77000,0.25739
1548.77500,0.26200
1548.78000,0.26825
1548.78500,0.27285
1548.79000,0.27417
1548.79500,0.27186
1548.80000,0.26792
1548.80500,0.26463
1548.81000,0.26167
1548.81500,0.25904
1548.82000,0.25970
1548.82500,0.26463
1548.83000,0.26759
1548.83500,0.27022
1548.84000,0.27055
1548.84500,0.26825
1548.85000,0.26759
1548.85500,0.26529
1548.86000,0.26627
1548.86500,0.26792
1548.87000,0.26989
1548.87500,0.27515
1548.88000,0.27746
1548.88500,0.27713
1548.89000,0.27450
1548.89500,0.27186
1548.90000,0.26594
1548.90500,0.26068
1548.91000,0.25378
1548.91500,0.25246
1548.92000,0.25411
1548.92500,0.25674
1548.93000,0.25970
1548.93500,0.26035
1548.94000,0.25641
1548.94500,0.24917
1548.95000,0.23667
1548.95500,0.22352
1548.96000,0.21003
1548.96500,0.19524
1548.97000,0.17978
1548.97500,0.15972
1548.98000,0.13604
1548.98500,0.10841
1548.99000,0.07388
1548.99500,0.04526
1549.00000,0.03540
1549.00500,0.05283
1549.01000,0.08506
1549.01500,0.11893
1549.02000,0.14853
1549.02500,0.17484
1549.03000,0.19787
1549.03500,0.21694
1549.04000,0.23240
1549.04500,0.24621
1549.05000,0.25707
1549.05500,0.26660
1549.06000,0.27614
1549.06500,0.28140
1549.07000,0.28403
1549.07500,0.28239
1549.08000,0.27844
1549.08500,0.27713
1549.09000,0.27877
1549.09500,0.28634
1549.10000,0.29522
1549.10500,0.30146
1549.11000,0.30410
1549.11500,0.30344
1549.12000,0.29752
1549.12500,0.28765
1549.13000,0.28140
1549.13500,0.28173
1549.14000,0.28666
1549.14500,0.29160
1549.15000,0.29489
1549.15500,0.29686
1549.16000,0.29719
1549.16500,0.29587
1549.17000,0.29324
1549.17500,0.28930
1549.18000,0.28601
1549.18500,0.28666
1549.19000,0.28765
1549.19500,0.28962
1549.20000,0.29489
1549.20500,0.30015
1549.21000,0.30114
1549.21500,0.29653
1549.22000,0.28634
1549.22500,0.27713
1549.23000,0.27154
1549.23500,0.26923
1549.24000,0.26923
1549.24500,0.27318
1549.25000,0.27778
1549.25500,0.28042
1549.26000,0.28074
1549.26500,0.27713
1549.27000,0.27318
1549.27500,0.26792
1549.28000,0.26562
1549.28500,0.26003
1549.29000,0.25641
1549.29500,0.25509
1549.30000,0.25213
1549.30500,0.24457
1549.31000,0.23075
1549.31500,0.21694
1549.32000,0.20412
1549.32500,0.18866
1549.33000,0.16991
1549.33500,0.14163
1549.34000,0.10611
1549.34500,0.07059
1549.35000,0.05053
1549.35500,0.04921
1549.36000,0.05743
1549.36500,0.07256
1549.37000,0.09295
1549.37500,0.11959
1549.38000,0.14229
1549.38500,0.16695
1549.39000,0.18076
1549.39500,0.18932
1549.40000,0.19195
1549.40500,0.19655
1549.41000,0.20247
1549.41500,0.21069
1549.42000,0.22122
1549.42500,0.23174
1549.43000,0.23602
1549.43500,0.23470
1549.44000,0.23043
1549.44500,0.22681
1549.45000,0.22648
1549.45500,0.22615
1549.46000,0.22911
1549.46500,0.23536
1549.47000,0.24292
1549.47500,0.24555
1549.48000,0.24490
1549.48500,0.24095
1549.49000,0.23799
1549.49500,0.23832
1549.50000,0.22977
1549.50500,0.22845
1549.51000,0.23141
1549.51500,0.23799
1549.52000,0.24490
1549.52500,0.24786
1549.53000,0.24753
1549.53500,0.24523
1549.54000,0.24029
1549.54500,0.23437
1549.55000,0.23075
1549.55500,0.23207
1549.56000,0.23898
1549.56500,0.24555
1549.57000,0.24950
1549.57500,0.25180
1549.58000,0.24950
1549.58500,0.24687
1549.59000,0.23996
1549.59500,0.23602
1549.60000,0.23207
1549.60500,0.23339
1549.61000,0.23766
1549.61500,0.23931
1549.62000,0.24358
1549.62500,0.24555
1549.63000,0.24588
1549.63500,0.24325
1549.64000,0.23569
1549.64500,0.22845
1549.65000,0.22352
1549.65500,0.22187
1549.66000,0.21990
1549.66500,0.21595
1549.67000,0.20806
1549.67500,0.19096
1549.68000,0.16399
1549.68500,0.13110
1549.69000,0.10150
1549.69500,0.07519
1549.70000,0.05579
1549.70500,0.04231
1549.71000,0.04329
1549.71500,0.06862
1549.72000,0.10841
1549.72500,0.14689
1549.73000,0.17748
1549.73500,0.19885
1549.74000,0.21299
1549.74500,0.22187
1549.75000,0.22648
1549.75500,0.22911
1549.76000,0.22977
1549.76500,0.23174
1549.77000,0.23799
1549.77500,0.24523
1549.78000,0.25411
1549.78500,0.26068
1549.79000,0.26397
1549.79500,0.26627
1549.80000,0.26627
1549.80500,0.26134
1549.81000,0.25871
1549.81500,0.25838
1549.82000,0.26167
1549.82500,0.26759
1549.83000,0.27154
1549.83500,0.27482
1549.84000,0.27877
1549.84500,0.27976
1549.85000,0.27548
1549.85500,0.27121
1549.86000,0.26726
1549.86500,0.26594
1549.87000,0.26890
1549.87500,0.27121
1549.88000,0.27746
1549.88500,0.28403
1549.89000,0.28930
1549.89500,0.29226
1549.90000,0.28798
1549.90500,0.28239
1549.91000,0.27877
1549.91500,0.27581
1549.92000,0.27548
1549.92500,0.27778
1549.93000,0.28206
1549.93500,0.28864
1549.94000,0.29357
1549.94500,0.29522
1549.95000,0.29258
1549.95500,0.28798
1549.96000,0.28338
1549.96500,0.27778
1549.97000,0.27450
1549.97500,0.27450
1549.98000,0.28009
1549.98500,0.28535
1549.99000,0.28601
1549.99500,0.28206
1550.00000,0.27417
1550.00500,0.26463
1550.01000,0.25312
1550.01500,0.24062
1550.02000,0.22878
1550.02500,0.20510
1550.03000,0.16860
1550.03500,0.14886
1550.04000,0.12288
1550.04500,0.09723
1550.05000,0.07388
1550.05500,0.05513
1550.06000,0.05480
1550.06500,0.07717
1550.07000,0.11170
1550.07500,0.13801
1550.08000,0.15610
1550.08500,0.16794
1550.09000,0.17682
1550.09500,0.18734
1550.10000,0.20050
1550.10500,0.21431
1550.11000,0.22451
1550.11500,0.22944
1550.12000,0.23207
1550.12500,0.23240
1550.13000,0.23240
1550.13500,0.23437
1550.14000,0.23733
1550.14500,0.24391
1550.15000,0.25016
1550.15500,0.25443
1550.16000,0.25509
1550.16500,0.25312
1550.17000,0.25312
1550.17500,0.25115
1550.18000,0.25213
1550.18500,0.25213
1550.19000,0.25312
1550.19500,0.25378
1550.20000,0.25443
1550.20500,0.25279
1550.21000,0.24917
1550.21500,0.24621
1550.22000,0.24391
1550.22500,0.24029
1550.23000,0.23635
1550.23500,0.23766
1550.24000,0.24292
1550.24500,0.24720
1550.25000,0.25312
1550.25500,0.25378
1550.26000,0.25345
1550.26500,0.25180
1550.27000,0.24654
1550.27500,0.24128
1550.28000,0.23635
1550.28500,0.23602
1550.29000,0.23865
1550.29500,0.24227
1550.30000,0.24391
1550.30500,0.24786
1550.31000,0.25016
1550.31500,0.25049
1550.32000,0.24687
1550.32500,0.23996
1550.33000,0.23503
1550.33500,0.23240
1550.34000,0.23141
1550.34500,0.23339
1550.35000,0.23273
1550.35500,0.22582
1550.36000,0.21267
1550.36500,0.21168
1550.37000,0.20543
1550.37500,0.19655
1550.38000,0.18701
1550.38500,0.17879
1550.39000,0.16860
1550.39500,0.15248
1550.40000,0.12716
1550.40500,0.10381
1550.41000,0.09821
1550.41500,0.10644
1550.42000,0.11762
1550.42500,0.12781
1550.43000,0.13702
1550.43500,0.14821
1550.44000,0.15807
1550.44500,0.16728
1550.45000,0.17550
1550.45500,0.17945
1550.46000,0.18372
1550.46500,0.18570
1550.47000,0.18932
1550.47500,0.19063
1550.48000,0.19359
1550.48500,0.19589
1550.49000,0.19787
1550.49500,0.20148
1550.50000,0.20412
1550.50500,0.20444
1550.51000,0.20477
1550.51500,0.20510
1550.52000,0.20379
1550.52500,0.20379
1550.53000,0.20576
1550.53500,0.20740
1550.54000,0.20971
1550.54500,0.21069
1550.55000,0.20971
1550.55500,0.20971
1550.56000,0.21332
1550.56500,0.21563
1550.57000,0.21859
1550.57500,0.22023
1550.58000,0.22122
1550.58500,0.21760
1550.59000,0.21628
1550.59500,0.21431
1550.60000,0.21365
1550.60500,0.21365
1550.61000,0.21332
1550.61500,0.21497
1550.62000,0.21332
1550.62500,0.21694
1550.63000,0.21793
1550.63500,0.21793
1550.64000,0.21826
1550.64500,0.21793
1550.65000,0.21760
1550.65500,0.21563
1550.66000,0.21431
1550.66500,0.21267
1550.67000,0.21234
1550.67500,0.21036
1550.68000,0.20576
1550.68500,0.20017
1550.69000,0.19984
1550.69500,0.19852
1550.70000,0.19688
1550.70500,0.19162
1550.71000,0.18701
1550.71500,0.18175
1550.72000,0.17517
1550.72500,0.16794
1550.73000,0.15676
1550.73500,0.14426
1550.74000,0.12880
1550.74500,0.11236
1550.75000,0.10479
1550.75500,0.10841
1550.76000,0.12124
1550.76500,0.13900
1550.77000,0.15643
1550.77500,0.17188
1550.78000,0.18636
1550.78500,0.19885
1550.79000,0.20971
1550.79500,0.22220
1550.80000,0.23306
1550.80500,0.24029
1550.81000,0.24523
1550.81500,0.24884
1550.82000,0.24884
1550.82500,0.24786
1550.83000,0.24819
1550.83500,0.24983
1550.84000,0.25246
1550.84500,0.25739
1550.85000,0.26035
1550.85500,0.26299
1550.86000,0.26430
1550.86500,0.26364
1550.87000,0.26233
1550.87500,0.25805
1550.88000,0.25608
1550.88500,0.25772
1550.89000,0.25772
1550.89500,0.26167
1550.90000,0.26430
1550.90500,0.26693
1550.91000,0.26726
1550.91500,0.26693
1550.92000,0.26331
1550.92500,0.25937
1550.93000,0.25838
1550.93500,0.25871
1550.94000,0.26134
1550.94500,0.26299
1550.95000,0.26627
1550.95500,0.27121
1550.96000,0.27581
1550.96500,0.27713
1550.97000,0.27482
1550.97500,0.27088
1550.98000,0.26825
1550.98500,0.26693
1550.99000,0.26430
1550.99500,0.26660
1551.00000,0.26890
1551.00500,0.26594
1551.01000,0.25345
1551.01500,0.26003
1551.02000,0.26003
1551.02500,0.25772
1551.03000,0.25411
1551.03500,0.25213
1551.04000,0.25180
1551.04500,0.25180
1551.05000,0.24884
1551.05500,0.24325
1551.06000,0.23569
1551.06500,0.22582
1551.07000,0.21694
1551.07500,0.20609
1551.08000,0.19326
1551.08500,0.17353
1551.09000,0.14689
1551.09500,0.11663
1551.10000,0.09657
1551.10500,0.09197
1551.11000,0.10019
1551.11500,0.11565
1551.12000,0.13472
1551.12500,0.16070
1551.13000,0.19326
1551.13500,0.22023
1551.14000,0.23602
1551.14500,0.24292
1551.15000,0.24720
1551.15500,0.25345
1551.16000,0.26068
1551.16500,0.26923
1551.17000,0.28009
1551.17500,0.28666
1551.18000,0.28897
1551.18500,0.28436
1551.19000,0.27746
1551.19500,0.27351
1551.20000,0.27219
1551.20500,0.27121
1551.21000,0.27186
1551.21500,0.27746
1551.22000,0.28568
1551.22500,0.29127
1551.23000,0.29291
1551.23500,0.29127
1551.24000,0.28798
1551.24500,0.28634
1551.25000,0.28469
1551.25500,0.28107
1551.26000,0.28173
1551.26500,0.28535
1551.27000,0.28897
1551.27500,0.29028
1551.28000,0.28897
1551.28500,0.28798
1551.29000,0.28962
1551.29500,0.28634
1551.30000,0.28272
1551.30500,0.28173
1551.31000,0.28502
1551.31500,0.28535
1551.32000,0.28601
1551.32500,0.28535
1551.33000,0.28370
1551.33500,0.28042
1551.34000,0.27088
1551.34500,0.26693
1551.35000,0.26463
1551.35500,0.26529
1551.36000,0.26825
1551.36500,0.27219
1551.37000,0.27482
1551.37500,0.27778
1551.38000,0.27877
1551.38500,0.27482
1551.39000,0.26496
1551.39500,0.25411
1551.40000,0.24687
1551.40500,0.23996
1551.41000,0.23667
1551.41500,0.23404
1551.42000,0.23010
1551.42500,0.22220
1551.43000,0.20313
1551.43500,0.17320
1551.44000,0.13965
1551.44500,0.11038
1551.45000,0.09065
1551.45500,0.08703
1551.46000,0.09624
1551.46500,0.11663
1551.47000,0.15380
1551.47500,0.19162
1551.48000,0.22352
1551.48500,0.24687
1551.49000,0.26562
1551.49500,0.27943
1551.50000,0.28897
1551.50500,0.29686
1551.51000,0.30278
1551.51500,0.30179
1551.52000,0.30081
1551.52500,0.30212
1551.53000,0.30771
1551.53500,0.31396
1551.54000,0.31725
1551.54500,0.31988
1551.55000,0.32284
1551.55500,0.32251
1551.56000,0.31890
1551.56500,0.31232
1551.57000,0.30804
1551.57500,0.30673
1551.58000,0.30903
1551.58500,0.31232
1551.59000,0.31725
1551.59500,0.32317
1551.60000,0.32810
1551.60500,0.32745
1551.61000,0.32218
1551.61500,0.31824
1551.62000,0.31561
1551.62500,0.31528
1551.63000,0.31758
1551.63500,0.32120
1551.64000,0.32843
1551.64500,0.33633
1551.65000,0.34093
1551.65500,0.33698
1551.66000,0.33205
1551.66500,0.32087
1551.67000,0.31199
1551.67500,0.30837
1551.68000,0.30903
1551.68500,0.31265
1551.69000,0.32021
1551.69500,0.33041
1551.70000,0.33205
1551.70500,0.33073
1551.71000,0.32646
1551.71500,0.32087
1551.72000,0.31594
1551.72500,0.31265
1551.73000,0.31166
1551.73500,0.31199
1551.74000,0.31232
1551.74500,0.31002
1551.75000,0.30311
1551.75500,0.29522
1551.76000,0.28535
1551.76500,0.27581
1551.77000,0.26364
1551.77500,0.25016
1551.78000,0.23602
1551.78500,0.21530
1551.79000,0.18899
1551.79500,0.16070
1551.80000,0.13505
1551.80500,0.11005
1551.81000,0.08506
1551.81500,0.07125
1551.82000,0.08605
1551.82500,0.12485
1551.83000,0.16925
1551.83500,0.20346
1551.84000,0.22714
1551.84500,0.24358
1551.85000,0.25838
1551.85500,0.27450
1551.86000,0.29850
1551.86500,0.32284
1551.87000,0.33665
1551.87500,0.33665
1551.88000,0.33008
1551.88500,0.32416
1551.89000,0.32153
1551.89500,0.32087
1551.90000,0.32679
1551.90500,0.33633
1551.91000,0.34981
1551.91500,0.35869
1551.92000,0.36132
1551.92500,0.35902
1551.93000,0.35507
1551.93500,0.35145
1551.94000,0.34751
1551.94500,0.34159
1551.95000,0.34093
1551.95500,0.34422
1551.96000,0.35014
1551.96500,0.35409
1551.97000,0.35540
1551.97500,0.35705
1551.98000,0.35507
1551.98500,0.34981
1551.99000,0.34093
1551.99500,0.33271
1552.00000,0.32646
1552.00500,0.33600
1552.01000,0.34389
1552.01500,0.34882
1552.02000,0.35211
1552.02500,0.35277
1552.03000,0.35178
1552.03500,0.34455
1552.04000,0.33600
1552.04500,0.33073
1552.05000,0.32843
1552.05500,0.33008
1552.06000,0.33337
1552.06500,0.33698
1552.07000,0.34192
1552.07500,0.34685
1552.08000,0.34257
1552.08500,0.33337
1552.09000,0.32317
1552.09500,0.31396
1552.10000,0.30903
1552.10500,0.30771
1552.11000,0.30969
1552.11500,0.31298
1552.12000,0.31528
1552.12500,0.30640
1552.13000,0.28634
1552.13500,0.26331
1552.14000,0.24292
1552.14500,0.22714
1552.15000,0.21267
1552.15500,0.19655
1552.16000,0.16958
1552.16500,0.12913
1552.17000,0.08999
1552.17500,0.07750
1552.18000,0.08934
1552.18500,0.11071
1552.19000,0.13571
1552.19500,0.16070
1552.20000,0.18833
1552.20500,0.21990
1552.21000,0.24259
1552.21500,0.25378
1552.22000,0.26003
1552.22500,0.26660
1552.23000,0.27417
1552.23500,0.28107
1552.24000,0.28699
1552.24500,0.29489
1552.25000,0.30146
1552.25500,0.30245
1552.26000,0.29752
1552.26500,0.29357
1552.27000,0.29193
1552.27500,0.29127
1552.28000,0.29456
1552.28500,0.30048
1552.29000,0.31034
1552.29500,0.31922
1552.30000,0.31955
1552.30500,0.31298
1552.31000,0.30541
1552.31500,0.30146
1552.32000,0.30081
1552.32500,0.30114
1552.33000,0.30245
1552.33500,0.30804
1552.34000,0.31659
1552.34500,0.31659
1552.35000,0.31199
1552.35500,0.30442
1552.36000,0.29982
1552.36500,0.29719
1552.37000,0.29653
1552.37500,0.29357
1552.38000,0.29653
1552.38500,0.30410
1552.39000,0.30903
1552.39500,0.31100
1552.40000,0.30870
1552.40500,0.30344
1552.41000,0.29620
1552.41500,0.28732
1552.42000,0.28272
1552.42500,0.28074
1552.43000,0.28403
1552.43500,0.28897
1552.44000,0.29193
1552.44500,0.29028
1552.45000,0.28568
1552.45500,0.27910
1552.46000,0.26660
1552.46500,0.25542
1552.47000,0.24720
1552.47500,0.24523
1552.48000,0.24654
1552.48500,0.24292
1552.49000,0.23667
1552.49500,0.22648
1552.50000,0.21069
1552.50500,0.18208
1552.51000,0.14788
1552.51500,0.11203
1552.52000,0.08374
1552.52500,0.06960
1552.53000,0.07190
1552.53500,0.08539
1552.54000,0.10874
1552.54500,0.14426
1552.55000,0.18340
1552.55500,0.21234
1552.56000,0.23437
1552.56500,0.24654
1552.57000,0.25378
1552.57500,0.25707
1552.58000,0.25739
1552.58500,0.25838
1552.59000,0.26134
1552.59500,0.26594
1552.60000,0.27515
1552.60500,0.28305
1552.61000,0.29193
1552.61500,0.29489
1552.62000,0.29554
1552.62500,0.29390
1552.63000,0.28897
1552.63500,0.28403
1552.64000,0.28568
1552.64500,0.28995
1552.65000,0.29554
1552.65500,0.29686
1552.66000,0.29587
1552.66500,0.29719
1552.67000,0.29587
1552.67500,0.28930
1552.68000,0.28206
1552.68500,0.27581
1552.69000,0.27482
1552.69500,0.27778
1552.70000,0.28074
1552.70500,0.28732
