a,b
1552.71000,0.29324
1552.71500,0.29949
1552.72000,0.30048
1552.72500,0.29653
1552.73000,0.29094
1552.73500,0.28831
1552.74000,0.29094
1552.74500,0.29193
1552.75000,0.29522
1552.75500,0.29818
1552.76000,0.29850
1552.76500,0.29390
1552.77000,0.28535
1552.77500,0.27647
1552.78000,0.27219
1552.78500,0.26956
1552.79000,0.26989
1552.79500,0.26989
1552.80000,0.27252
1552.80500,0.27877
1552.81000,0.28173
1552.81500,0.28009
1552.82000,0.27252
1552.82500,0.26299
1552.83000,0.25476
1552.83500,0.24555
1552.84000,0.23766
1552.84500,0.22714
1552.85000,0.21168
1552.85500,0.18734
1552.86000,0.15478
1552.86500,0.12354
1552.87000,0.09986
1552.87500,0.08144
1552.88000,0.07158
1552.88500,0.07421
1552.89000,0.09558
1552.89500,0.13308
1552.90000,0.16860
1552.90500,0.19228
1552.91000,0.20675
1552.91500,0.21760
1552.92000,0.22648
1552.92500,0.23667
1552.93000,0.24819
1552.93500,0.25772
1552.94000,0.26331
1552.94500,0.26529
1552.95000,0.26496
1552.95500,0.26529
1552.96000,0.26594
1552.96500,0.26858
1552.97000,0.27154
1552.97500,0.27680
1552.98000,0.28107
1552.98500,0.27811
1552.99000,0.27548
1552.99500,0.27614
1553.00000,0.27186
1553.00500,0.27022
1553.01000,0.27121
1553.01500,0.27219
1553.02000,0.27778
1553.02500,0.28568
1553.03000,0.28930
1553.03500,0.29226
1553.04000,0.29291
1553.04500,0.29028
1553.05000,0.28864
1553.05500,0.28502
1553.06000,0.28469
1553.06500,0.28699
1553.07000,0.29357
1553.07500,0.29554
1553.08000,0.29554
1553.08500,0.29390
1553.09000,0.29291
1553.09500,0.28798
1553.10000,0.28305
1553.10500,0.27844
1553.11000,0.27778
1553.11500,0.28074
1553.12000,0.28403
1553.12500,0.28535
1553.13000,0.28699
1553.13500,0.28469
1553.14000,0.28370
1553.14500,0.27910
1553.15000,0.27088
1553.15500,0.26956
1553.16000,0.26825
1553.16500,0.26759
1553.17000,0.26364
1553.17500,0.25904
1553.18000,0.25049
1553.18500,0.23503
1553.19000,0.21563
1553.19500,0.19589
1553.20000,0.17945
1553.20500,0.16366
1553.21000,0.14755
1553.21500,0.12979
1553.22000,0.10841
1553.22500,0.08966
1553.23000,0.08670
1553.23500,0.10644
1553.24000,0.13604
1553.24500,0.15972
1553.25000,0.17978
1553.25500,0.19359
1553.26000,0.20642
1553.26500,0.21826
1553.27000,0.22911
1553.27500,0.23700
1553.28000,0.24194
1553.28500,0.24753
1553.29000,0.25246
1553.29500,0.25805
1553.30000,0.26200
1553.30500,0.26562
1553.31000,0.26562
1553.31500,0.26134
1553.32000,0.26496
1553.32500,0.26496
1553.33000,0.26825
1553.33500,0.27055
1553.34000,0.27252
1553.34500,0.27647
1553.35000,0.28107
1553.35500,0.28370
1553.36000,0.28370
1553.36500,0.28009
1553.37000,0.27713
1553.37500,0.27515
1553.38000,0.27482
1553.38500,0.27548
1553.39000,0.27844
1553.39500,0.28370
1553.40000,0.28930
1553.40500,0.29258
1553.41000,0.28962
1553.41500,0.28403
1553.42000,0.27910
1553.42500,0.27680
1553.43000,0.27351
1553.43500,0.27186
1553.44000,0.27450
1553.44500,0.27877
1553.45000,0.28305
1553.45500,0.28601
1553.46000,0.28502
1553.46500,0.28403
1553.47000,0.28239
1553.47500,0.28074
1553.48000,0.27910
1553.48500,0.27910
1553.49000,0.28140
1553.49500,0.28535
1553.50000,0.28502
1553.50500,0.28305
1553.51000,0.28107
1553.51500,0.27746
1553.52000,0.27154
1553.52500,0.26463
1553.53000,0.25805
1553.53500,0.25082
1553.54000,0.24194
1553.54500,0.23075
1553.55000,0.21760
1553.55500,0.20116
1553.56000,0.18044
1553.56500,0.15412
1553.57000,0.12091
1553.57500,0.09558
1553.58000,0.09953
1553.58500,0.12485
1553.59000,0.14656
1553.59500,0.16070
1553.60000,0.17452
1553.60500,0.18866
1553.61000,0.20675
1553.61500,0.22977
1553.62000,0.25016
1553.62500,0.26200
1553.63000,0.26627
1553.63500,0.26266
1553.64000,0.25674
1553.64500,0.25575
1553.65000,0.25838
1553.65500,0.26167
1553.66000,0.27088
1553.66500,0.28107
1553.67000,0.28831
1553.67500,0.29193
1553.68000,0.29291
1553.68500,0.29094
1553.69000,0.28798
1553.69500,0.28305
1553.70000,0.28272
1553.70500,0.28436
1553.71000,0.28962
1553.71500,0.29620
1553.72000,0.30146
1553.72500,0.30377
1553.73000,0.30541
1553.73500,0.30212
1553.74000,0.29554
1553.74500,0.28864
1553.75000,0.28535
1553.75500,0.28699
1553.76000,0.28930
1553.76500,0.29291
1553.77000,0.29587
1553.77500,0.29850
1553.78000,0.29686
1553.78500,0.29324
1553.79000,0.28568
1553.79500,0.28074
1553.80000,0.27943
1553.80500,0.27910
1553.81000,0.28239
1553.81500,0.28699
1553.82000,0.29291
1553.82500,0.29686
1553.83000,0.29620
1553.83500,0.29028
1553.84000,0.28272
1553.84500,0.27746
1553.85000,0.27417
1553.85500,0.27186
1553.86000,0.27219
1553.86500,0.27252
1553.87000,0.27219
1553.87500,0.26792
1553.88000,0.25904
1553.88500,0.25016
1553.89000,0.24062
1553.89500,0.23404
1553.90000,0.22681
1553.90500,0.21628
1553.91000,0.19688
1553.91500,0.16629
1553.92000,0.13406
1553.92500,0.11597
1553.93000,0.11104
1553.93500,0.11597
1553.94000,0.12420
1553.94500,0.14261
1553.95000,0.17024
1553.95500,0.20444
1553.96000,0.22582
1553.96500,0.22648
1553.97000,0.23733
1553.97500,0.24983
1553.98000,0.25970
1553.98500,0.26792
1553.99000,0.27811
1553.99500,0.28699
1554.00000,0.29061
1554.00500,0.28765
1554.01000,0.28370
1554.01500,0.28305
1554.02000,0.28732
1554.02500,0.29061
1554.03000,0.29686
1554.03500,0.30475
1554.04000,0.31034
1554.04500,0.31166
1554.05000,0.30508
1554.05500,0.29719
1554.06000,0.29160
1554.06500,0.28765
1554.07000,0.28601
1554.07500,0.28568
1554.08000,0.28864
1554.08500,0.29785
1554.09000,0.30541
1554.09500,0.30969
1554.10000,0.30804
1554.10500,0.30574
1554.11000,0.30015
1554.11500,0.29390
1554.12000,0.28798
1554.12500,0.28568
1554.13000,0.28864
1554.13500,0.29554
1554.14000,0.30410
1554.14500,0.31232
1554.15000,0.31594
1554.15500,0.31758
1554.16000,0.31528
1554.16500,0.31034
1554.17000,0.30508
1554.17500,0.30114
1554.18000,0.30179
1554.18500,0.30541
1554.19000,0.30673
1554.19500,0.30738
1554.20000,0.30607
1554.20500,0.30344
1554.21000,0.29620
1554.21500,0.28732
1554.22000,0.28338
1554.22500,0.28173
1554.23000,0.28239
1554.23500,0.28173
1554.24000,0.27811
1554.24500,0.27154
1554.25000,0.25542
1554.25500,0.22812
1554.26000,0.19491
1554.26500,0.16037
1554.27000,0.12749
1554.27500,0.10085
1554.28000,0.08769
1554.28500,0.08309
1554.29000,0.09295
1554.29500,0.11729
1554.30000,0.14985
1554.30500,0.20905
1554.31000,0.25312
1554.31500,0.28469
1554.32000,0.30541
1554.32500,0.31824
1554.33000,0.32481
1554.33500,0.32218
1554.34000,0.32021
1554.34500,0.32185
1554.35000,0.33238
1554.35500,0.34652
1554.36000,0.35737
1554.36500,0.36329
1554.37000,0.36724
1554.37500,0.36560
1554.38000,0.36066
1554.38500,0.35540
1554.39000,0.35145
1554.39500,0.35145
1554.40000,0.35737
1554.40500,0.36198
1554.41000,0.36724
1554.41500,0.37513
1554.42000,0.38171
1554.42500,0.38040
1554.43000,0.37283
1554.43500,0.36198
1554.44000,0.35705
1554.44500,0.35770
1554.45000,0.36231
1554.45500,0.36856
1554.46000,0.37711
1554.46500,0.38401
1554.47000,0.38599
1554.47500,0.38072
1554.48000,0.37119
1554.48500,0.36395
1554.49000,0.35902
1554.49500,0.35803
1554.50000,0.35869
1554.50500,0.36231
1554.51000,0.36987
1554.51500,0.37546
1554.52000,0.37283
1554.52500,0.36461
1554.53000,0.35540
1554.53500,0.34784
1554.54000,0.34257
1554.54500,0.33534
1554.55000,0.33501
1554.55500,0.34192
1554.56000,0.35178
1554.56500,0.35474
1554.57000,0.35277
1554.57500,0.34323
1554.58000,0.33304
1554.58500,0.31955
1554.59000,0.30442
1554.59500,0.29258
1554.60000,0.28107
1554.60500,0.26693
1554.61000,0.23766
1554.61500,0.20083
1554.62000,0.16103
1554.62500,0.12189
1554.63000,0.09821
1554.63500,0.08374
1554.64000,0.06829
1554.64500,0.08572
1554.65000,0.13176
1554.65500,0.17978
1554.66000,0.21398
1554.66500,0.23667
1554.67000,0.25641
1554.67500,0.27417
1554.68000,0.29620
1554.68500,0.32054
1554.69000,0.34060
1554.69500,0.34915
1554.70000,0.35080
1554.70500,0.34817
1554.71000,0.34817
1554.71500,0.34817
1554.72000,0.34784
1554.72500,0.35441
1554.73000,0.36362
1554.73500,0.36987
1554.74000,0.36856
1554.74500,0.36395
1554.75000,0.35343
1554.75500,0.34652
1554.76000,0.33929
1554.76500,0.33402
1554.77000,0.34060
1554.77500,0.35376
1554.78000,0.36691
1554.78500,0.37349
1554.79000,0.37316
1554.79500,0.36987
1554.80000,0.36264
1554.80500,0.35409
1554.81000,0.34455
1554.81500,0.34488
1554.82000,0.35080
1554.82500,0.35869
1554.83000,0.36625
1554.83500,0.37119
1554.84000,0.37415
1554.84500,0.37415
1554.85000,0.36790
1554.85500,0.35639
1554.86000,0.34751
1554.86500,0.34586
1554.87000,0.34915
1554.87500,0.35507
1554.88000,0.36132
1554.88500,0.36527
1554.89000,0.36658
1554.89500,0.36264
1554.90000,0.35080
1554.90500,0.34060
1554.91000,0.33468
1554.91500,0.33304
1554.92000,0.33534
1554.92500,0.33698
1554.93000,0.34060
1554.93500,0.34027
1554.94000,0.33501
1554.94500,0.31626
1554.95000,0.29160
1554.95500,0.26956
1554.96000,0.25937
1554.96500,0.24851
1554.97000,0.23503
1554.97500,0.21135
1554.98000,0.17287
1554.98500,0.12453
1554.99000,0.08901
1554.99500,0.07947
1555.00000,0.08901
1555.00500,0.10874
1555.01000,0.13143
1555.01500,0.15873
1555.02000,0.18899
1555.02500,0.21826
1555.03000,0.23931
1555.03500,0.25147
1555.04000,0.26200
1555.04500,0.27252
1555.05000,0.28338
1555.05500,0.29357
1555.06000,0.30673
1555.06500,0.31857
1555.07000,0.32481
1555.07500,0.32350
1555.08000,0.31824
1555.08500,0.31528
1555.09000,0.31626
1555.09500,0.32120
1555.10000,0.32547
1555.10500,0.33337
1555.11000,0.34126
1555.11500,0.34586
1555.12000,0.34389
1555.12500,0.33830
1555.13000,0.33304
1555.13500,0.32942
1555.14000,0.32942
1555.14500,0.32909
1555.15000,0.33271
1555.15500,0.33896
1555.16000,0.34718
1555.16500,0.35047
1555.17000,0.34784
1555.17500,0.34027
1555.18000,0.33369
1555.18500,0.32810
1555.19000,0.32350
1555.19500,0.32218
1555.20000,0.32777
1555.20500,0.33665
1555.21000,0.34422
1555.21500,0.34652
1555.22000,0.34225
1555.22500,0.33764
1555.23000,0.33468
1555.23500,0.32777
1555.24000,0.32416
1555.24500,0.32054
1555.25000,0.32416
1555.25500,0.32876
1555.26000,0.33304
1555.26500,0.33863
1555.27000,0.34093
1555.27500,0.34159
1555.28000,0.33402
1555.28500,0.31824
1555.29000,0.30410
1555.29500,0.30179
1555.30000,0.29949
1555.30500,0.29390
1555.31000,0.28436
1555.31500,0.27121
1555.32000,0.25049
1555.32500,0.22155
1555.33000,0.18734
1555.33500,0.15478
1555.34000,0.12716
1555.34500,0.10446
1555.35000,0.09394
1555.35500,0.09230
1555.36000,0.10446
1555.36500,0.12781
1555.37000,0.15906
1555.37500,0.19162
1555.38000,0.22582
1555.38500,0.25608
1555.39000,0.27778
1555.39500,0.29061
1555.40000,0.29818
1555.40500,0.30146
1555.41000,0.30475
1555.41500,0.30837
1555.42000,0.31429
1555.42500,0.32481
1555.43000,0.33172
1555.43500,0.33633
1555.44000,0.33929
1555.44500,0.34126
1555.45000,0.34027
1555.45500,0.33567
1555.46000,0.33008
1555.46500,0.32810
1555.47000,0.33139
1555.47500,0.33830
1555.48000,0.34619
1555.48500,0.35211
1555.49000,0.35606
1555.49500,0.35770
1555.50000,0.35310
1555.50500,0.34488
1555.51000,0.33731
1555.51500,0.33600
1555.52000,0.33896
1555.52500,0.34455
1555.53000,0.35047
1555.53500,0.35869
1555.54000,0.36658
1555.54500,0.36856
1555.55000,0.36527
1555.55500,0.35935
1555.56000,0.35409
1555.56500,0.35310
1555.57000,0.35277
1555.57500,0.35441
1555.58000,0.35803
1555.58500,0.36231
1555.59000,0.36297
1555.59500,0.35737
1555.60000,0.35080
1555.60500,0.34488
1555.61000,0.33961
1555.61500,0.33665
1555.62000,0.33337
1555.62500,0.33633
1555.63000,0.34422
1555.63500,0.34389
1555.64000,0.33797
1555.64500,0.32646
1555.65000,0.31659
1555.65500,0.30903
1555.66000,0.29982
1555.66500,0.28962
1555.67000,0.28107
1555.67500,0.27088
1555.68000,0.25246
1555.68500,0.22779
1555.69000,0.20116
1555.69500,0.17386
1555.70000,0.14788
1555.70500,0.11630
1555.71000,0.08802
1555.71500,0.09065
1555.72000,0.12683
1555.72500,0.17188
1555.73000,0.20444
1555.73500,0.22418
1555.74000,0.23963
1555.74500,0.25246
1555.75000,0.26923
1555.75500,0.28403
1555.76000,0.29686
1555.76500,0.30377
1555.77000,0.30377
1555.77500,0.30508
1555.78000,0.30278
1555.78500,0.30344
1555.79000,0.30541
1555.79500,0.31166
1555.80000,0.31922
1555.80500,0.32810
1555.81000,0.33106
1555.81500,0.33139
1555.82000,0.32876
1555.82500,0.32646
1555.83000,0.32514
1555.83500,0.32153
1555.84000,0.32120
1555.84500,0.32449
1555.85000,0.32646
1555.85500,0.32909
1555.86000,0.32975
1555.86500,0.32876
1555.87000,0.32613
1555.87500,0.32087
1555.88000,0.31232
1555.88500,0.30673
1555.89000,0.30475
1555.89500,0.30804
1555.90000,0.31330
1555.90500,0.31692
1555.91000,0.32120
1555.91500,0.32481
1555.92000,0.32580
1555.92500,0.32416
1555.93000,0.31955
1555.93500,0.31692
1555.94000,0.31495
1555.94500,0.31462
1555.95000,0.31330
1555.95500,0.31363
1555.96000,0.31429
1555.96500,0.31166
1555.97000,0.30574
1555.97500,0.29883
1555.98000,0.29456
1555.98500,0.29390
1555.99000,0.29423
1555.99500,0.29587
1556.00000,0.29686
1556.00500,0.29883
1556.01000,0.29620
1556.01500,0.28634
1556.02000,0.27154
1556.02500,0.25739
1556.03000,0.24588
1556.03500,0.23371
1556.04000,0.22056
1556.04500,0.19918
1556.05000,0.16465
1556.05500,0.12518
1556.06000,0.10545
1556.06500,0.11203
1556.07000,0.13275
1556.07500,0.15051
1556.08000,0.17090
1556.08500,0.19260
1556.09000,0.21760
1556.09500,0.23996
1556.10000,0.25082
1556.10500,0.25542
1556.11000,0.25838
1556.11500,0.26134
1556.12000,0.26792
1556.12500,0.27318
1556.13000,0.28272
1556.13500,0.29226
1556.14000,0.29686
1556.14500,0.29456
1556.15000,0.28962
1556.15500,0.28930
1556.16000,0.29160
1556.16500,0.29587
1556.17000,0.30015
1556.17500,0.30541
1556.18000,0.30969
1556.18500,0.31034
1556.19000,0.30706
1556.19500,0.30212
1556.20000,0.29719
1556.20500,0.29522
1556.21000,0.29291
1556.21500,0.29456
1556.22000,0.29850
1556.22500,0.30541
1556.23000,0.31330
1556.23500,0.31791
1556.24000,0.31725
1556.24500,0.31528
1556.25000,0.31265
1556.25500,0.31002
1556.26000,0.30870
1556.26500,0.30870
1556.27000,0.31067
1556.27500,0.31067
1556.28000,0.31330
1556.28500,0.31396
1556.29000,0.31232
1556.29500,0.30804
1556.30000,0.30475
1556.30500,0.29883
1556.31000,0.29818
1556.31500,0.30245
1556.32000,0.30673
1556.32500,0.31232
1556.33000,0.31528
1556.33500,0.31396
1556.34000,0.31034
1556.34500,0.30081
1556.35000,0.28864
1556.35500,0.27778
1556.36000,0.27318
1556.36500,0.26923
1556.37000,0.26562
1556.37500,0.26035
1556.38000,0.25180
1556.38500,0.23667
1556.39000,0.21135
1556.39500,0.17912
1556.40000,0.14196
1556.40500,0.10841
1556.41000,0.09131
1556.41500,0.09131
1556.42000,0.10446
1556.42500,0.12847
1556.43000,0.16136
1556.43500,0.19195
1556.44000,0.21859
1556.44500,0.24161
1556.45000,0.26101
1556.45500,0.27581
1556.46000,0.28502
1556.46500,0.28765
1556.47000,0.28831
1556.47500,0.29028
1556.48000,0.29193
1556.48500,0.29916
1556.49000,0.30837
1556.49500,0.31429
1556.50000,0.32021
1556.50500,0.32120
1556.51000,0.32153
1556.51500,0.31692
1556.52000,0.30969
1556.52500,0.30475
1556.53000,0.30508
1556.53500,0.30837
1556.54000,0.31396
1556.54500,0.31890
1556.55000,0.32547
1556.55500,0.33041
1556.56000,0.32909
1556.56500,0.32284
1556.57000,0.31495
1556.57500,0.31232
1556.58000,0.31626
1556.58500,0.32185
1556.59000,0.32449
1556.59500,0.32909
1556.60000,0.33041
1556.60500,0.33041
1556.61000,0.32350
1556.61500,0.31495
1556.62000,0.30804
1556.62500,0.30475
1556.63000,0.30344
1556.63500,0.30475
1556.64000,0.30837
1556.64500,0.31659
1556.65000,0.32416
1556.65500,0.32613
1556.66000,0.32251
1556.66500,0.31561
1556.67000,0.31067
1556.67500,0.30771
1556.68000,0.30771
1556.68500,0.30804
1556.69000,0.31199
1556.69500,0.31495
1556.70000,0.31166
1556.70500,0.30212
1556.71000,0.29324
1556.71500,0.28305
1556.72000,0.27417
1556.72500,0.26430
1556.73000,0.25443
1556.73500,0.24194
1556.74000,0.22155
1556.74500,0.19030
1556.75000,0.15741
1556.75500,0.13209
1556.76000,0.11236
1556.76500,0.09920
1556.77000,0.09591
1556.77500,0.11367
1556.78000,0.15149
1556.78500,0.18997
1556.79000,0.21398
1556.79500,0.22681
1556.80000,0.23404
1556.80500,0.24062
1556.81000,0.25115
1556.81500,0.26594
1556.82000,0.28436
1556.82500,0.29949
1556.83000,0.30245
1556.83500,0.30081
1556.84000,0.29686
1556.84500,0.29324
1556.85000,0.29193
1556.85500,0.29390
1556.86000,0.30048
1556.86500,0.31232
1556.87000,0.32350
1556.87500,0.32712
1556.88000,0.32514
1556.88500,0.32120
1556.89000,0.31692
1556.89500,0.31330
1556.90000,0.31166
1556.90500,0.31330
1556.91000,0.32087
1556.91500,0.32679
1556.92000,0.33106
1556.92500,0.33008
1556.93000,0.32810
1556.93500,0.32185
1556.94000,0.31528
1556.94500,0.30607
1556.95000,0.30212
1556.95500,0.30410
1556.96000,0.30903
1556.96500,0.31659
1556.97000,0.32251
1556.97500,0.32679
1556.98000,0.32777
1556.98500,0.32580
1556.99000,0.31561
1556.99500,0.30804
1557.00000,0.30475
1557.00500,0.30969
1557.01000,0.31659
1557.01500,0.32153
1557.02000,0.32514
1557.02500,0.32646
1557.03000,0.32284
1557.03500,0.31265
1557.04000,0.30212
1557.04500,0.29489
1557.05000,0.29061
1557.05500,0.29127
1557.06000,0.29258
1557.06500,0.29390
1557.07000,0.29456
1557.07500,0.28765
1557.08000,0.26890
1557.08500,0.24292
1557.09000,0.21924
1557.09500,0.20017
1557.10000,0.18175
1557.10500,0.16235
1557.11000,0.13834
1557.11500,0.11005
1557.12000,0.09098
1557.12500,0.09887
1557.13000,0.12453
1557.13500,0.15182
1557.14000,0.17649
1557.14500,0.19918
1557.15000,0.22220
1557.15500,0.24786
1557.16000,0.27088
1557.16500,0.28009
1557.17000,0.28206
1557.17500,0.28699
1557.18000,0.29357
1557.18500,0.30081
1557.19000,0.31166
1557.19500,0.32087
1557.20000,0.33139
1557.20500,0.33567
1557.21000,0.33271
1557.21500,0.32745
1557.22000,0.32251
1557.22500,0.32185
1557.23000,0.32481
1557.23500,0.32810
1557.24000,0.33501
1557.24500,0.34323
1557.25000,0.34882
1557.25500,0.34521
1557.26000,0.33633
1557.26500,0.32712
1557.27000,0.32317
1557.27500,0.31922
1557.28000,0.32021
1557.28500,0.32514
1557.29000,0.33698
1557.29500,0.34784
1557.30000,0.35310
1557.30500,0.34981
1557.31000,0.34290
1557.31500,0.33468
1557.32000,0.32909
1557.32500,0.32514
1557.33000,0.32580
1557.33500,0.33304
1557.34000,0.34488
1557.34500,0.35507
1557.35000,0.35968
1557.35500,0.35968
1557.36000,0.35606
1557.36500,0.35310
1557.37000,0.34422
1557.37500,0.33764
1557.38000,0.33337
1557.38500,0.33731
1557.39000,0.34290
1557.39500,0.34817
1557.40000,0.35014
1557.40500,0.34751
1557.41000,0.34093
1557.41500,0.32777
1557.42000,0.31166
1557.42500,0.30015
1557.43000,0.29587
1557.43500,0.29094
1557.44000,0.28107
1557.44500,0.26627
1557.45000,0.24588
1557.45500,0.21859
1557.46000,0.18570
1557.46500,0.14952
1557.47000,0.11400
1557.47500,0.09328
1557.48000,0.09328
1557.48500,0.10940
1557.49000,0.13341
1557.49500,0.16268
1557.50000,0.19260
1557.50500,0.22187
1557.51000,0.25115
1557.51500,0.28140
1557.52000,0.30245
1557.52500,0.31429
1557.53000,0.31626
1557.53500,0.31626
1557.54000,0.31265
1557.54500,0.31067
1557.55000,0.30969
1557.55500,0.31824
1557.56000,0.32810
1557.56500,0.33961
1557.57000,0.34751
1557.57500,0.35376
1557.58000,0.35606
1557.58500,0.35376
1557.59000,0.34751
1557.59500,0.33961
1557.60000,0.33830
1557.60500,0.34389
1557.61000,0.35178
1557.61500,0.35803
1557.62000,0.36198
1557.62500,0.36527
1557.63000,0.36132
1557.63500,0.35113
1557.64000,0.33764
1557.64500,0.33172
1557.65000,0.33008
1557.65500,0.33139
1557.66000,0.33633
1557.66500,0.34060
1557.67000,0.34948
1557.67500,0.35639
1557.68000,0.35639
1557.68500,0.34751
1557.69000,0.33731
1557.69500,0.32975
1557.70000,0.32679
1557.70500,0.32613
1557.71000,0.32876
1557.71500,0.33435
1557.72000,0.34060
1557.72500,0.34027
1557.73000,0.33172
1557.73500,0.31988
1557.74000,0.30903
1557.74500,0.30344
1557.75000,0.30048
1557.75500,0.30179
1557.76000,0.30804
1557.76500,0.31561
1557.77000,0.31561
1557.77500,0.30640
1557.78000,0.29357
1557.78500,0.27943
1557.79000,0.27088
1557.79500,0.25772
1557.80000,0.24457
1557.80500,0.23174
1557.81000,0.21135
1557.81500,0.18142
1557.82000,0.14985
1557.82500,0.12584
1557.83000,0.11071
1557.83500,0.10052
1557.84000,0.10677
1557.84500,0.13176
1557.85000,0.17616
1557.85500,0.21563
1557.86000,0.23996
1557.86500,0.25115
1557.87000,0.25838
1557.87500,0.26463
1557.88000,0.27351
1557.88500,0.28666
1557.89000,0.30344
1557.89500,0.31758
1557.90000,0.32481
1557.90500,0.32416
1557.91000,0.31890
1557.91500,0.31528
1557.92000,0.31298
1557.92500,0.31298
1557.93000,0.31791
1557.93500,0.32975
1557.94000,0.33830
1557.94500,0.34126
1557.95000,0.33731
1557.95500,0.33172
1557.96000,0.32547
1557.96500,0.31955
1557.97000,0.31594
1557.97500,0.31528
1557.98000,0.32054
1557.98500,0.32975
1557.99000,0.33896
1557.99500,0.34553
1558.00000,0.34784
1558.00500,0.34882
1558.01000,0.34422
1558.01500,0.33830
1558.02000,0.32975
1558.02500,0.32317
1558.03000,0.32679
1558.03500,0.33304
1558.04000,0.34159
1558.04500,0.34849
1558.05000,0.35277
1558.05500,0.35343
1558.06000,0.35014
1558.06500,0.33994
1558.07000,0.33008
1558.07500,0.32416
1558.08000,0.32580
1558.08500,0.32843
1558.09000,0.33337
1558.09500,0.33929
1558.10000,0.34652
1558.10500,0.35113
1558.11000,0.34619
1558.11500,0.33435
1558.12000,0.32350
1558.12500,0.31561
1558.13000,0.31330
1558.13500,0.31232
1558.14000,0.31330
1558.14500,0.31298
1558.15000,0.30048
1558.15500,0.27811
1558.16000,0.24983
1558.16500,0.22648
1558.17000,0.20708
1558.17500,0.18767
1558.18000,0.16860
1558.18500,0.14163
1558.19000,0.11236
1558.19500,0.10348
1558.20000,0.12584
1558.20500,0.15380
1558.21000,0.17813
1558.21500,0.19918
1558.22000,0.22089
1558.22500,0.24325
1558.23000,0.26956
1558.23500,0.29094
1558.24000,0.30311
1558.24500,0.30706
1558.25000,0.31034
1558.25500,0.31626
1558.26000,0.32218
1558.26500,0.32712
1558.27000,0.33402
1558.27500,0.34389
1558.28000,0.34488
1558.28500,0.33633
1558.29000,0.32909
1558.29500,0.32777
1558.30000,0.33205
1558.30500,0.33830
1558.31000,0.34619
1558.31500,0.35540
1558.32000,0.36428
1558.32500,0.36691
1558.33000,0.36165
1558.33500,0.35376
1558.34000,0.34751
1558.34500,0.34323
1558.35000,0.34323
1558.35500,0.34553
1558.36000,0.35343
1558.36500,0.36329
1558.37000,0.37053
1558.37500,0.37086
1558.38000,0.36560
1558.38500,0.35836
1558.39000,0.35441
1558.39500,0.34915
1558.40000,0.34619
1558.40500,0.34784
1558.41000,0.35540
1558.41500,0.36264
1558.42000,0.36856
1558.42500,0.37020
1558.43000,0.36921
1558.43500,0.36428
1558.44000,0.35639
1558.44500,0.34652
1558.45000,0.33863
1558.45500,0.34455
1558.46000,0.34685
1558.46500,0.35507
1558.47000,0.36001
1558.47500,0.36165
1558.48000,0.36099
1558.48500,0.35441
1558.49000,0.33830
1558.49500,0.32251
1558.50000,0.31133
1558.50500,0.30837
1558.51000,0.30673
1558.51500,0.30410
1558.52000,0.29620
1558.52500,0.28074
1558.53000,0.25082
1558.53500,0.20543
1558.54000,0.15412
1558.54500,0.11334
1558.55000,0.09854
1558.55500,0.10742
1558.56000,0.13143
1558.56500,0.16136
1558.57000,0.19885
1558.57500,0.23503
1558.58000,0.26660
1558.58500,0.29028
1558.59000,0.30771
1558.59500,0.31955
1558.60000,0.33073
1558.60500,0.33567
1558.61000,0.33698
1558.61500,0.33435
1558.62000,0.33435
1558.62500,0.33929
1558.63000,0.34882
1558.63500,0.35869
1558.64000,0.36691
1558.64500,0.37119
1558.65000,0.37217
1558.65500,0.37119
1558.66000,0.36658
1558.66500,0.36066
1558.67000,0.35836
1558.67500,0.36198
1558.68000,0.36560
1558.68500,0.37185
1558.69000,0.37842
1558.69500,0.38270
1558.70000,0.38270
1558.70500,0.37415
1558.71000,0.36329
1558.71500,0.35902
1558.72000,0.36066
1558.72500,0.36658
1558.73000,0.37481
1558.73500,0.38204
1558.74000,0.39289
1558.74500,0.40210
1558.75000,0.40276
1558.75500,0.39454
1558.76000,0.38533
1558.76500,0.37776
1558.77000,0.37283
1558.77500,0.37250
1558.78000,0.37448
1558.78500,0.38138
1558.79000,0.39322
1558.79500,0.39783
1558.80000,0.39552
1558.80500,0.38895
1558.81000,0.37776
1558.81500,0.37185
1558.82000,0.36757
1558.82500,0.36461
1558.83000,0.36362
1558.83500,0.36954
1558.84000,0.37283
1558.84500,0.37119
1558.85000,0.36165
1558.85500,0.35080
1558.86000,0.33961
1558.86500,0.32251
1558.87000,0.30311
1558.87500,0.28107
1558.88000,0.24819
1558.88500,0.20148
1558.89000,0.15577
1558.89500,0.12354
1558.90000,0.10742
1558.90500,0.10150
1558.91000,0.10841
1558.91500,0.13472
1558.92000,0.16794
1558.92500,0.18011
1558.93000,0.22747
1558.93500,0.26792
1558.94000,0.28897
1558.94500,0.30048
1558.95000,0.31002
1558.95500,0.32317
1558.96000,0.34455
1558.96500,0.36494
1558.97000,0.37744
1558.97500,0.38072
1558.98000,0.37941
1558.98500,0.37513
1558.99000,0.37349
1558.99500,0.37152
1559.00000,0.37546
1559.00500,0.38632
1559.01000,0.39914
1559.01500,0.41000
1559.02000,0.41263
1559.02500,0.41000
1559.03000,0.40276
1559.03500,0.39585
1559.04000,0.38664
1559.04500,0.38500
1559.05000,0.38796
1559.05500,0.39783
1559.06000,0.40539
1559.06500,0.40934
