표 1
a,b,,,, - Count 1, - Count 1, - Count 2,,
0.0000034,0.939250561230193,,,,169,3805,2873,0.139562743336328,0.939250561230193
0.00000342,0.907444475861519,,,,170,3817,2942,0.129457020269271,0.907444475861519
0.00000344,0.945183753022365,,,,171,3587,2698,0.141447891805887,0.945183753022365
0.00000346,0.926342046259279,,,,172,3575,2722,0.135461330792441,0.926342046259279
0.00000348,0.946450864606834,,,,173,3727,2801,0.141850490196078,0.946450864606834
0.0000035,0.933871362725427,,,,174,3801,2880,0.137853614728334,0.933871362725427
0.00000352,0.988710181319557,,,,175,3601,2633,0.155277510426692,0.988710181319557
0.00000354,0.934912914383882,,,,176,3793,2872,0.138184546136534,0.934912914383882
0.00000356,0.936442986782124,,,,177,3769,2851,0.138670694864048,0.936442986782124
0.00000358,0.929268817338745,,,,178,3741,2843,0.136391251518834,0.929268817338745
0.0000036,0.937526174784296,,,,179,3642,2753,0.139014855355747,0.937526174784296
0.00000362,0.938211720493848,,,,180,3682,2782,0.139232673267327,0.938211720493848
0.00000364,0.926284472652784,,,,181,3588,2732,0.135443037974684,0.926284472652784
0.00000366,0.968079776447052,,,,182,3777,2799,0.148722627737226,0.968079776447052
0.00000368,0.945522057380863,,,,183,3633,2732,0.141555380989788,0.945522057380863
0.0000037,0.904362068244549,,,,184,3610,2788,0.128477649265395,0.904362068244549
0.00000372,0.923441468640222,,,,185,3605,2750,0.134539732494099,0.923441468640222
0.00000374,0.876752683615091,,,,186,3648,2868,0.119705340699816,0.876752683615091
0.00000376,0.819294749257739,,,,187,3572,2914,0.101449275362319,0.819294749257739
0.00000378,0.977261701286557,,,,188,3634,2677,0.15163999366186,0.977261701286557
0.0000038,0.95030641756697,,,,189,3739,2803,0.143075512075818,0.95030641756697
0.00000382,0.979480527281418,,,,190,3661,2693,0.152344979540447,0.979480527281418
0.00000384,0.938713422310099,,,,191,3711,2803,0.139392078599939,0.938713422310099
0.00000386,0.948509650869755,,,,192,3704,2780,0.142504626773597,0.948509650869755
0.00000388,0.891375752234331,,,,193,3576,2785,0.124351517057066,0.891375752234331
0.0000039,0.990788748859069,,,,194,3762,2747,0.155937932094024,0.990788748859069
0.00000392,0.94989557023998,,,,195,3718,2788,0.142944973870274,0.94989557023998
0.00000394,0.913266951188653,,,,196,3722,2858,0.131306990881459,0.913266951188653
0.00000396,0.900299212493946,,,,197,3576,2769,0.127186761229314,0.900299212493946
0.00000398,0.955587532329921,,,,198,3622,2706,0.144753476611884,0.955587532329921
0.000004,0.914809039365565,,,,199,3757,2882,0.131796957373098,0.914809039365565
0.00000402,0.972485796236176,,,,200,3754,2774,0.150122549019608,0.972485796236176
0.00000404,0.856518950058624,,,,201,3656,2912,0.113276492082826,0.856518950058624
0.00000406,0.923698131588302,,,,202,3700,2822,0.134621281815394,0.923698131588302
0.00000408,0.820997954876811,,,,203,3571,2910,0.101990433575066,0.820997954876811
0.0000041,0.771085667313573,,,,204,3493,2939,0.0861318407960199,0.771085667313573
0.00000412,0.651507429927319,,,,205,3364,3055,0.0481383393051877,0.651507429927319
0.00000414,0.674206676585008,,,,206,3432,3072,0.0553505535055351,0.674206676585008
0.00000416,0.615954408940968,,,,207,3349,3111,0.0368421052631579,0.615954408940968
0.00000418,0.617396115624071,,,,208,3504,3252,0.0373001776198934,0.617396115624071
0.0000042,0.652774102139955,,,,209,3521,3195,0.0485407980941036,0.652774102139955
0.00000422,0.548740850634164,,,,210,3377,3274,0.0154863930236055,0.548740850634164
0.00000424,0.658815010840398,,,,211,3310,2992,0.0504601713741669,0.658815010840398
0.00000426,0.834884899844536,,,,212,3577,2889,0.106402721930096,0.834884899844536
0.00000428,0.796509396259064,,,,213,3496,2894,0.0942097026604069,0.796509396259064
0.0000043,0.813808997100803,,,,214,3557,2912,0.0997062915442881,0.813808997100803
0.00000432,0.92699591729833,,,,215,3679,2800,0.135669084735299,0.92699591729833
0.00000434,0.895842248595379,,,,216,3652,2836,0.12577065351418,0.895842248595379
0.00000436,0.81625812382109,,,,217,3521,2878,0.100484450695421,0.81625812382109
0.00000438,0.906883332456585,,,,218,3695,2849,0.129278728606357,0.906883332456585
0.0000044,0.792059715964801,,,,219,3633,3016,0.0927959091592721,0.792059715964801
0.00000442,0.568621321777122,,,,220,3304,3163,0.0218029998453688,0.568621321777122
0.00000444,0.35097289824323,,,,221,3038,3340,-0.0473502665412355,0.35097289824323
0.00000446,0.802755229303894,,,,222,3658,3016,0.0961941863949655,0.802755229303894
0.00000448,0.769027626836516,,,,223,3543,2985,0.0854779411764706,0.769027626836516
0.0000045,0.834946521525592,,,,224,3592,2901,0.106422300939473,0.834946521525592
0.00000452,0.895251140384064,,,,225,3621,2813,0.125582841156357,0.895251140384064
0.00000454,0.883631467951281,,,,226,3631,2842,0.121890931561872,0.883631467951281
0.00000456,0.778322687896726,,,,227,3594,3010,0.0884312537855845,0.778322687896726
0.00000458,0.865653282519991,,,,228,3622,2868,0.11617873651772,0.865653282519991
0.0000046,0.829683597225453,,,,229,3570,2893,0.10475011604518,0.829683597225453
0.00000462,0.912019847491322,,,,230,3719,2858,0.130910749581876,0.912019847491322
0.00000464,0.903092861315482,,,,231,3761,2907,0.128074385122975,0.903092861315482
0.00000466,0.877559737071492,,,,232,3515,2762,0.119961765174446,0.877559737071492
0.00000468,0.854867834249865,,,,233,3617,2884,0.112751884325488,0.854867834249865
0.0000047,0.862378554333112,,,,234,3569,2832,0.11513825964693,0.862378554333112
0.00000472,0.8094248701047,,,,235,3614,2967,0.0983133262422124,0.8094248701047
0.00000474,0.846582910639949,,,,236,3483,2792,0.110119521912351,0.846582910639949
0.00000476,0.92136438221718,,,,237,3735,2853,0.133879781420765,0.92136438221718
0.00000478,0.874623543672033,,,,238,3549,2794,0.119028850701561,0.874623543672033
0.0000048,0.900153536883938,,,,239,3719,2880,0.127140475829671,0.900153536883938
0.00000482,0.827353094710387,,,,240,3662,2972,0.104009647271631,0.827353094710387
0.00000484,0.917197996137058,,,,241,3691,2827,0.13255599877263,0.917197996137058
0.00000486,0.911917930602846,,,,242,3547,2726,0.130878367607205,0.911917930602846
0.00000488,0.903671683461979,,,,243,3809,2943,0.128258293838863,0.903671683461979
0.0000049,0.80715180061836,,,,244,3554,2922,0.0975911056207536,0.80715180061836
0.00000492,0.852524839734985,,,,245,3584,2862,0.112007446478436,0.852524839734985
0.00000494,0.917381519737817,,,,246,3728,2855,0.132614309585295,0.917381519737817
0.00000496,0.765658943574743,,,,247,3533,2983,0.0844076120319214,0.765658943574743
0.00000498,0.802071979898952,,,,248,3637,3000,0.0959770980864849,0.802071979898952
0.000005,0.758196455451615,,,,249,3581,3038,0.0820365614141109,0.758196455451615
0.00000502,0.693614220994052,,,,250,3408,3013,0.0615168976794892,0.693614220994052
0.00000504,0.652621727475034,,,,251,3373,3061,0.0484923842088903,0.652621727475034
0.00000506,0.670073925829465,,,,252,3433,3081,0.0540374577832361,0.670073925829465
0.00000508,0.524165647704001,,,,253,3281,3231,0.00767813267813268,0.524165647704001
0.0000051,0.527210380031433,,,,254,3325,3268,0.00864553314121037,0.527210380031433
0.00000512,0.631525995716125,,,,255,3353,3084,0.0417896535653255,0.631525995716125
0.00000514,0.657195301102706,,,,256,3374,3053,0.0499455422436596,0.657195301102706
0.00000516,0.722874773640122,,,,257,3546,3077,0.0708138305903669,0.722874773640122
0.00000518,0.72996000428629,,,,258,3466,2994,0.0730650154798762,0.72996000428629
0.0000052,0.764561245257088,,,,259,3611,3051,0.0840588411888322,0.764561245257088
0.00000522,0.823731367233309,,,,260,3549,2887,0.102858918582971,0.823731367233309
0.00000524,0.917796454809996,,,,261,3601,2757,0.132746146586977,0.917796454809996
0.00000526,0.905613859499975,,,,262,3714,2866,0.12887537993921,0.905613859499975
0.00000528,0.871228899108852,,,,263,3687,2909,0.117950272892662,0.871228899108852
0.0000053,0.910563674154254,,,,264,3696,2843,0.130448080746291,0.910563674154254
0.00000532,0.844726553455159,,,,265,3586,2878,0.109529702970297,0.844726553455159
0.00000534,0.953373785033134,,,,266,3836,2870,0.144050104384134,0.953373785033134
0.00000536,0.95367402145399,,,,267,3806,2847,0.144145498271456,0.95367402145399
0.00000538,0.918935014868625,,,,268,3686,2820,0.133107900399631,0.918935014868625
0.0000054,0.919581668918893,,,,269,3783,2893,0.133313361294188,0.919581668918893
0.00000542,0.899700187743483,,,,270,3634,2815,0.12699643355559,0.899700187743483
0.00000544,0.89449657100162,,,,271,3690,2868,0.125343092406221,0.89449657100162
0.00000546,0.919509419892216,,,,272,3520,2692,0.133290405666452,0.919509419892216
0.00000548,0.844906739073434,,,,273,3640,2921,0.109586953208352,0.844906739073434
0.0000055,0.964673348876502,,,,274,3599,2673,0.147640306122449,0.964673348876502
0.00000552,0.924039054533823,,,,275,3630,2768,0.134729603000938,0.924039054533823
0.00000554,0.935300950027265,,,,276,3646,2760,0.138307836403372,0.935300950027265
0.00000556,0.854394123039881,,,,277,3567,2845,0.1126013724267,0.854394123039881
0.00000558,0.932315271310841,,,,278,3635,2757,0.137359198998748,0.932315271310841
0.0000056,0.899692103737799,,,,279,3674,2846,0.126993865030675,0.899692103737799
0.00000562,0.931148296499093,,,,280,3681,2794,0.136988416988417,0.931148296499093
0.00000564,0.90301518315486,,,,281,3722,2877,0.128049704500682,0.90301518315486
0.00000566,0.925979855074237,,,,282,3779,2878,0.135346252065495,0.925979855074237
0.00000568,0.97718251082038,,,,283,3851,2837,0.151614832535885,0.97718251082038
0.0000057,0.830133194874744,,,,284,3613,2927,0.104892966360856,0.830133194874744
0.00000572,0.852345439207454,,,,285,3680,2939,0.11195044568666,0.852345439207454
0.00000574,0.849268953260175,,,,286,3574,2860,0.110972956170345,0.849268953260175
0.00000576,0.835629179692638,,,,287,3492,2819,0.106639201394391,0.835629179692638
0.00000578,0.778695220617115,,,,288,3565,2985,0.0885496183206107,0.778695220617115
0.0000058,0.476473018475746,,,,289,3253,3302,-0.00747520976353928,0.476473018475746
0.00000582,0.66204192561157,,,,290,3380,3049,0.0514854565251205,0.66204192561157
0.00000584,0.77055120724432,,,,291,3632,3057,0.0859620272088504,0.77055120724432
0.00000586,0.865718244844076,,,,292,3583,2837,0.11619937694704,0.865718244844076
0.00000588,0.895743205295839,,,,293,3617,2809,0.125739184562714,0.895743205295839
0.0000059,0.887518174620009,,,,294,3708,2895,0.123125851885507,0.887518174620009
0.00000592,0.796647469340357,,,,295,3599,2979,0.0942535725144421,0.796647469340357
0.00000594,0.914493726307654,,,,296,3665,2812,0.131696773197468,0.914493726307654
0.00000596,0.764784323185403,,,,297,3460,2923,0.0841297195676014,0.764784323185403
0.00000598,0.660588075409058,,,,298,3440,3106,0.051023525817293,0.660588075409058
0.000006,0.680600738845934,,,,299,3409,3039,0.0573821339950372,0.680600738845934
0.00000602,0.596567566074004,,,,300,3376,3175,0.0306823385742635,0.596567566074004
0.00000604,0.691055311664793,,,,301,3451,3056,0.0607038573843553,0.691055311664793
0.00000606,0.552287669762176,,,,302,3335,3226,0.0166133211400701,0.552287669762176
0.00000608,0.677625619902163,,,,303,3463,3093,0.0564368517388652,0.677625619902163
0.0000061,0.649048812505413,,,,304,3428,3118,0.0473571646807211,0.649048812505413
0.00000612,0.612158821848853,,,,305,3313,3085,0.0356361362925914,0.612158821848853
0.00000614,0.745959371449346,,,,306,3587,3067,0.0781484821160204,0.745959371449346
0.00000616,0.846601475836308,,,,307,3629,2909,0.110125420617926,0.846601475836308
0.00000618,0.869656522411852,,,,308,3682,2908,0.117450682852807,0.869656522411852
0.0000062,0.785849161094201,,,,309,3441,2868,0.0908226343319068,0.785849161094201
0.00000622,0.899550190528375,,,,310,3542,2744,0.126948775055679,0.899550190528375
0.00000624,0.865213114083297,,,,311,3674,2910,0.116038882138518,0.865213114083297
0.00000626,0.937623648128476,,,,312,3629,2743,0.139045825486503,0.937623648128476
0.00000628,0.889235503857053,,,,313,3489,2721,0.123671497584541,0.889235503857053
0.0000063,0.803019233630065,,,,314,3564,2938,0.096278068286681,0.803019233630065
0.00000632,0.891274285299261,,,,315,3613,2814,0.124319278045745,0.891274285299261
0.00000634,0.816767683573071,,,,316,3576,2922,0.100646352723915,0.816767683573071
0.00000636,0.922255117896476,,,,317,3783,2888,0.134162794183781,0.922255117896476
0.00000638,0.895656538366486,,,,318,3658,2841,0.125711647945838,0.895656538366486
0.0000064,0.881958004486546,,,,319,3696,2896,0.121359223300971,0.881958004486546
0.00000642,0.844048479513186,,,,320,3567,2864,0.109314259057689,0.844048479513186
0.00000644,0.954540477215064,,,,321,3764,2814,0.14442079659471,0.954540477215064
0.00000646,0.841533626440242,,,,322,3606,2900,0.108515216723025,0.841533626440242
0.00000648,0.851705089769743,,,,323,3691,2949,0.111746987951807,0.851705089769743
0.0000065,0.789537380703881,,,,324,3567,2966,0.0919944895147712,0.789537380703881
0.00000652,0.844254976284252,,,,325,3560,2858,0.109379869118105,0.844254976284252
0.00000654,0.855976963208426,,,,326,3661,2917,0.11310428701733,0.855976963208426
0.00000656,0.881390366630686,,,,327,3576,2803,0.121178868161154,0.881390366630686
0.00000658,0.847506796254013,,,,328,3535,2832,0.110413067378671,0.847506796254013
0.0000066,0.873724700573418,,,,329,3632,2861,0.118743261974434,0.873724700573418
0.00000662,0.941705506698309,,,,330,3693,2784,0.140342751273738,0.941705506698309
0.00000664,0.838058397598056,,,,331,3392,2734,0.107411034933072,0.838058397598056
0.00000666,0.879858888081139,,,,332,3691,2896,0.120692272658266,0.879858888081139
0.00000668,0.892572761411719,,,,333,3670,2856,0.124731841863316,0.892572761411719
0.0000067,0.874416676565841,,,,334,3626,2855,0.11896312297485,0.874416676565841
