표 1
a,b,,,, - Count 1, - Count 1, - Count 2,,
0.00000672,0.895514168240601,,,,335,3695,2870,0.125666412795126,0.895514168240601
0.00000674,0.858342536034965,,,,336,3517,2798,0.113855898653998,0.858342536034965
0.00000676,0.886683450703423,,,,337,3674,2870,0.122860635696822,0.886683450703423
0.00000678,0.875999857489476,,,,338,3439,2705,0.119466145833333,0.875999857489476
0.0000068,0.858204859190964,,,,339,3528,2807,0.113812154696133,0.858204859190964
0.00000682,0.842006061670342,,,,340,3576,2875,0.108665323205705,0.842006061670342
0.00000684,0.77778007533077,,,,341,3397,2846,0.0882588499119013,0.77778007533077
0.00000686,0.845079057560971,,,,342,3608,2895,0.109641703829002,0.845079057560971
0.00000688,0.729964174783132,,,,343,3510,3032,0.0730663405686334,0.729964174783132
0.0000069,0.724471305387206,,,,344,3560,3086,0.0713210953957268,0.724471305387206
0.00000692,0.607113464820515,,,,345,3251,3037,0.0340330788804071,0.607113464820515
0.00000694,0.639595497934146,,,,346,3320,3038,0.0443535703051274,0.639595497934146
0.00000696,0.624268678282543,,,,347,3383,3126,0.0394837916730681,0.624268678282543
0.00000698,0.636068949267463,,,,348,3330,3054,0.0432330827067669,0.636068949267463
0.000007,0.656905211931013,,,,349,3401,3078,0.0498533724340176,0.656905211931013
