Sample in Buffer,Sample in Window,TRIGGER,design_1_i/CIS_test_0_o_vsync,design_1_i/CIS_test_0_o_hsync,design_1_i/cis_pclk_1,design_1_i/cis_d_1[7:0],design_1_i/CIS_test_0_o_hsync_cnt[31:0],design_1_i/CIS_test_0_o_pclk_cnt[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED
669,669,0,1,1,0,02,6,10436
670,670,0,1,1,0,02,6,10437
671,671,0,1,1,0,02,6,10438
672,672,0,1,1,0,02,6,10439
673,673,0,1,1,0,02,6,10440
674,674,0,1,1,0,02,6,10441
675,675,0,1,1,0,02,6,10442
676,676,0,1,1,0,02,6,10443
677,677,0,1,1,0,02,6,10444
678,678,0,1,1,0,02,6,10445
679,679,0,1,1,0,02,6,10446
680,680,0,1,1,0,02,6,10447
681,681,0,1,1,0,02,6,10448
682,682,0,1,1,0,02,6,10449
683,683,0,1,1,0,02,6,10450
684,684,0,1,1,0,02,6,10451
685,685,0,1,1,0,02,6,10452
686,686,0,1,1,0,02,6,10453
687,687,0,1,1,0,02,6,10454
688,688,0,1,1,0,02,6,10455
689,689,0,1,1,0,02,6,10456
690,690,0,1,1,0,02,6,10457
691,691,0,1,1,0,02,6,10458
692,692,0,1,1,0,02,6,10459
693,693,0,1,1,0,02,6,10460
694,694,0,1,1,0,02,6,10461
695,695,0,1,1,0,02,6,10462
696,696,0,1,1,0,02,6,10463
697,697,0,1,1,0,02,6,10464
698,698,0,1,1,0,02,6,10465
699,699,0,1,1,0,02,6,10466
700,700,0,1,1,0,02,6,10467
701,701,0,1,1,0,02,6,10468
702,702,0,1,1,0,02,6,10469
703,703,0,1,1,0,02,6,10470
704,704,0,1,1,0,02,6,10471
705,705,0,1,1,0,02,6,10472
706,706,0,1,1,0,02,6,10473
707,707,0,1,1,0,02,6,10474
708,708,0,1,1,1,02,6,10475
709,709,0,1,1,1,02,6,10476
710,710,0,1,1,1,02,6,10477
711,711,0,1,1,1,02,6,10478
712,712,0,1,1,1,02,6,10479
713,713,0,1,1,1,02,6,10480
714,714,0,1,1,1,02,6,10481
715,715,0,1,1,1,02,6,10482
716,716,0,1,1,1,02,6,10483
717,717,0,1,1,1,02,6,10484
718,718,0,1,1,1,02,6,10485
719,719,0,1,1,1,02,6,10486
720,720,0,1,1,1,02,6,10487
721,721,0,1,1,1,02,6,10488
722,722,0,1,1,1,02,6,10489
723,723,0,1,1,1,02,6,10490
724,724,0,1,1,1,02,6,10491
725,725,0,1,1,1,02,6,10492
726,726,0,1,1,1,02,6,10493
727,727,0,1,1,1,02,6,10494
728,728,0,1,1,1,02,6,10495
729,729,0,1,1,1,02,6,10496
730,730,0,1,1,1,02,6,10497
731,731,0,1,1,1,02,6,10498
732,732,0,1,1,1,02,6,10499
733,733,0,1,1,1,02,6,10500
734,734,0,1,1,1,02,6,10501
735,735,0,1,1,1,02,6,10502
736,736,0,1,1,1,02,6,10503
737,737,0,1,1,1,02,6,10504
738,738,0,1,1,1,02,6,10505
739,739,0,1,1,1,02,6,10506
740,740,0,1,1,1,02,6,10507
741,741,0,1,1,1,02,6,10508
742,742,0,1,1,1,02,6,10509
743,743,0,1,1,1,02,6,10510
744,744,0,1,1,1,02,6,10511
745,745,0,1,1,1,02,6,10512
746,746,0,1,1,1,02,6,10513
747,747,0,1,1,1,02,6,10514
748,748,0,1,1,1,02,6,10515
749,749,0,1,1,1,02,6,10516
750,750,0,1,1,1,02,6,10517
751,751,0,1,1,1,02,6,10518
752,752,0,1,1,1,02,6,10519
753,753,0,1,1,1,02,6,10520
754,754,0,1,1,1,02,6,10521
755,755,0,1,1,1,02,6,10522
756,756,0,1,1,1,02,6,10523
757,757,0,1,1,1,02,6,10520
758,758,0,1,1,1,02,6,10525
759,759,0,1,1,1,02,6,10527
760,760,0,1,1,1,02,6,10526
761,761,0,1,1,0,02,6,10527
762,762,0,1,1,0,02,6,10528
763,763,0,1,1,0,02,6,10529
764,764,0,1,1,0,02,6,10530
765,765,0,1,1,0,02,6,10531
766,766,0,1,1,0,02,6,10532
767,767,0,1,1,0,02,6,10533
768,768,0,1,1,0,02,6,10534
769,769,0,1,1,0,02,6,10535
770,770,0,1,1,0,02,6,10536
771,771,0,1,1,0,02,6,10537
772,772,0,1,1,0,02,6,10538
773,773,0,1,1,0,02,6,10539
774,774,0,1,1,0,02,6,10540
775,775,0,1,1,0,02,6,10541
776,776,0,1,1,0,02,6,10542
777,777,0,1,1,0,02,6,10543
778,778,0,1,1,0,02,6,10544
779,779,0,1,1,0,02,6,10545
780,780,0,1,1,0,02,6,10546
781,781,0,1,1,0,02,6,10547
782,782,0,1,1,0,02,6,10548
783,783,0,1,1,0,02,6,10549
784,784,0,1,1,0,02,6,10550
785,785,0,1,1,0,02,6,10551
786,786,0,1,1,0,02,6,10552
787,787,0,1,1,0,02,6,10553
788,788,0,1,1,0,02,6,10554
789,789,0,1,1,0,02,6,10555
790,790,0,1,1,0,02,6,10556
791,791,0,1,1,0,02,6,10557
792,792,0,1,1,0,02,6,10558
793,793,0,1,1,0,02,6,10559
794,794,0,1,1,0,02,6,10560
795,795,0,1,1,0,02,6,10561
796,796,0,1,1,0,02,6,10562
797,797,0,1,1,0,02,6,10563
798,798,0,1,1,0,02,6,10564
799,799,0,1,1,0,02,6,10565
800,800,0,1,1,0,02,6,10566
801,801,0,1,1,0,02,6,10567
802,802,0,1,1,0,02,6,10568
803,803,0,1,1,0,02,6,10569
804,804,0,1,1,0,02,6,10570
805,805,0,1,1,0,02,6,10571
806,806,0,1,1,0,02,6,10572
807,807,0,1,1,0,02,6,10573
808,808,0,1,1,0,02,6,10574
809,809,0,1,1,0,02,6,10575
810,810,0,1,1,0,02,6,10576
811,811,0,1,1,1,02,6,10577
812,812,0,1,1,1,02,6,10578
813,813,0,1,1,1,02,6,10579
814,814,0,1,1,1,02,6,10580
815,815,0,1,1,1,02,6,10581
816,816,0,1,1,1,02,6,10582
817,817,0,1,1,1,02,6,10583
818,818,0,1,1,1,02,6,10584
819,819,0,1,1,1,02,6,10585
820,820,0,1,1,1,02,6,10586
821,821,0,1,1,1,02,6,10587
822,822,0,1,1,1,02,6,10588
823,823,0,1,1,1,02,6,10589
824,824,0,1,1,1,02,6,10590
825,825,0,1,1,1,02,6,10591
826,826,0,1,1,1,02,6,10592
827,827,0,1,1,1,02,6,10593
828,828,0,1,1,1,02,6,10594
829,829,0,1,1,1,02,6,10595
830,830,0,1,1,1,02,6,10596
831,831,0,1,1,1,02,6,10597
832,832,0,1,1,1,02,6,10598
833,833,0,1,1,1,02,6,10599
834,834,0,1,1,1,02,6,10600
835,835,0,1,1,1,02,6,10601
836,836,0,1,1,1,02,6,10602
837,837,0,1,1,1,02,6,10603
838,838,0,1,1,1,02,6,10604
839,839,0,1,1,1,02,6,10605
840,840,0,1,1,1,02,6,10606
841,841,0,1,1,1,02,6,10607
842,842,0,1,1,1,02,6,10608
843,843,0,1,1,1,02,6,10609
844,844,0,1,1,1,02,6,10610
845,845,0,1,1,1,02,6,10611
846,846,0,1,1,1,02,6,10612
847,847,0,1,1,1,02,6,10613
848,848,0,1,1,1,02,6,10614
849,849,0,1,1,1,02,6,10615
850,850,0,1,1,1,02,6,10616
851,851,0,1,1,1,02,6,10617
852,852,0,1,1,1,02,6,10618
853,853,0,1,1,1,02,6,10619
854,854,0,1,1,1,02,6,10620
855,855,0,1,1,1,02,6,10621
856,856,0,1,1,1,02,6,10622
857,857,0,1,1,1,02,6,10622
858,858,0,1,1,1,02,6,10623
859,859,0,1,1,1,02,6,10624
860,860,0,1,1,0,02,6,10625
861,861,0,1,1,0,02,6,10626
862,862,0,1,1,0,02,6,10627
863,863,0,1,1,0,02,6,10628
864,864,0,1,1,0,02,6,10629
865,865,0,1,1,0,02,6,10630
866,866,0,1,1,0,02,6,10631
867,867,0,1,1,0,02,6,10632
868,868,0,1,1,0,02,6,10633
869,869,0,1,1,0,02,6,10634
870,870,0,1,1,0,02,6,10635
871,871,0,1,1,0,02,6,10636
872,872,0,1,1,0,02,6,10637
873,873,0,1,1,0,02,6,10638
874,874,0,1,1,0,02,6,10639
875,875,0,1,1,0,02,6,10640
876,876,0,1,1,0,02,6,10641
877,877,0,1,1,0,02,6,10642
878,878,0,1,1,0,02,6,10643
879,879,0,1,1,0,02,6,10644
880,880,0,1,1,0,02,6,10645
881,881,0,1,1,0,02,6,10646
882,882,0,1,1,0,02,6,10647
883,883,0,1,1,0,02,6,10648
884,884,0,1,1,0,02,6,10649
885,885,0,1,1,0,02,6,10650
886,886,0,1,1,0,02,6,10651
887,887,0,1,1,0,02,6,10652
888,888,0,1,1,0,02,6,10653
889,889,0,1,1,0,02,6,10654
890,890,0,1,1,0,02,6,10655
891,891,0,1,1,0,02,6,10656
892,892,0,1,1,0,02,6,10657
893,893,0,1,1,0,02,6,10658
894,894,0,1,1,0,02,6,10659
895,895,0,1,1,0,02,6,10660
896,896,0,1,1,0,02,6,10661
897,897,0,1,1,0,02,6,10662
898,898,0,1,1,0,02,6,10663
899,899,0,1,1,0,02,6,10664
900,900,0,1,1,0,02,6,10665
901,901,0,1,1,0,02,6,10666
902,902,0,1,1,0,02,6,10667
903,903,0,1,1,0,02,6,10668
904,904,0,1,1,0,02,6,10669
905,905,0,1,1,0,02,6,10670
906,906,0,1,1,0,02,6,10671
907,907,0,1,1,0,02,6,10672
908,908,0,1,1,0,02,6,10673
909,909,0,1,1,1,02,6,10674
910,910,0,1,1,1,02,6,10675
911,911,0,1,1,1,02,6,10676
912,912,0,1,1,1,02,6,10677
913,913,0,1,1,1,02,6,10678
914,914,0,1,1,1,02,6,10679
915,915,0,1,1,1,02,6,10680
916,916,0,1,1,1,02,6,10681
917,917,0,1,1,1,02,6,10682
918,918,0,1,1,1,02,6,10683
919,919,0,1,1,1,02,6,10684
920,920,0,1,1,1,02,6,10685
921,921,0,1,1,1,02,6,10686
922,922,0,1,1,1,02,6,10687
923,923,0,1,1,1,02,6,10688
924,924,0,1,1,1,02,6,10689
925,925,0,1,1,1,02,6,10690
926,926,0,1,1,1,02,6,10691
927,927,0,1,1,1,02,6,10692
928,928,0,1,1,1,02,6,10693
929,929,0,1,1,1,02,6,10694
930,930,0,1,1,1,02,6,10695
931,931,0,1,1,1,02,6,10696
932,932,0,1,1,1,02,6,10697
933,933,0,1,1,1,02,6,10698
934,934,0,1,1,1,02,6,10699
935,935,0,1,1,1,02,6,10700
936,936,0,1,1,1,02,6,10701
937,937,0,1,1,1,02,6,10702
938,938,0,1,1,1,02,6,10703
939,939,0,1,1,1,02,6,10704
940,940,0,1,1,1,02,6,10705
941,941,0,1,1,1,02,6,10706
942,942,0,1,1,1,02,6,10707
943,943,0,1,1,1,02,6,10708
944,944,0,1,1,1,02,6,10709
945,945,0,1,1,1,02,6,10710
946,946,0,1,1,1,02,6,10711
947,947,0,1,1,1,02,6,10712
948,948,0,1,1,1,02,6,10713
949,949,0,1,1,1,02,6,10714
950,950,0,1,1,1,02,6,10715
951,951,0,1,1,1,02,6,10716
952,952,0,1,1,1,02,6,10717
953,953,0,1,1,1,02,6,10718
954,954,0,1,1,1,02,6,10719
955,955,0,1,1,1,02,6,10720
956,956,0,1,1,1,02,6,10721
957,957,0,1,1,1,02,6,10722
958,958,0,1,1,1,02,6,10723
959,959,0,1,1,1,02,6,10721
960,960,0,1,1,1,02,6,10724
961,961,0,1,1,1,02,6,10725
962,962,0,1,1,0,02,6,10726
963,963,0,1,1,0,02,6,10727
964,964,0,1,1,0,02,6,10728
965,965,0,1,1,0,02,6,10729
966,966,0,1,1,0,02,6,10730
967,967,0,1,1,0,02,6,10731
968,968,0,1,1,0,02,6,10732
969,969,0,1,1,0,02,6,10733
970,970,0,1,1,0,02,6,10734
971,971,0,1,1,0,02,6,10735
972,972,0,1,1,0,02,6,10736
973,973,0,1,1,0,02,6,10737
974,974,0,1,1,0,02,6,10738
975,975,0,1,1,0,02,6,10739
976,976,0,1,1,0,02,6,10740
977,977,0,1,1,0,02,6,10741
978,978,0,1,1,0,02,6,10742
979,979,0,1,1,0,02,6,10743
980,980,0,1,1,0,02,6,10744
981,981,0,1,1,0,02,6,10745
982,982,0,1,1,0,02,6,10746
983,983,0,1,1,0,02,6,10747
984,984,0,1,1,0,02,6,10748
985,985,0,1,1,0,02,6,10749
986,986,0,1,1,0,02,6,10750
987,987,0,1,1,0,02,6,10751
988,988,0,1,1,0,02,6,10752
989,989,0,1,1,0,02,6,10753
990,990,0,1,1,0,02,6,10754
991,991,0,1,1,0,02,6,10755
992,992,0,1,1,0,02,6,10756
993,993,0,1,1,0,02,6,10757
994,994,0,1,1,0,02,6,10758
995,995,0,1,1,0,02,6,10759
996,996,0,1,1,0,02,6,10760
997,997,0,1,1,0,02,6,10761
998,998,0,1,1,0,02,6,10762
999,999,0,1,1,0,02,6,10763
1000,1000,0,1,1,0,02,6,10764
1001,1001,0,1,1,0,02,6,10765
1002,1002,0,1,1,0,02,6,10766
1003,1003,0,1,1,0,02,6,10767
1004,1004,0,1,1,0,02,6,10768
1005,1005,0,1,1,0,02,6,10769
1006,1006,0,1,1,0,02,6,10770
1007,1007,0,1,1,0,02,6,10771
1008,1008,0,1,1,0,02,6,10772
1009,1009,0,1,1,0,02,6,10773
1010,1010,0,1,1,0,02,6,10774
1011,1011,0,1,1,0,02,6,10775
1012,1012,0,1,1,0,02,6,10776
1013,1013,0,1,1,0,02,6,10777
1014,1014,0,1,1,1,02,6,10778
1015,1015,0,1,1,1,02,6,10779
1016,1016,0,1,1,1,02,6,10780
1017,1017,0,1,1,1,02,6,10781
1018,1018,0,1,1,1,02,6,10782
1019,1019,0,1,1,1,02,6,10783
1020,1020,0,1,1,1,02,6,10784
1021,1021,0,1,1,1,02,6,10785
1022,1022,0,1,1,1,02,6,10786
1023,1023,0,1,1,1,02,6,10787
1024,1024,0,1,1,1,02,6,10788
1025,1025,0,1,1,1,02,6,10789
1026,1026,0,1,1,1,02,6,10790
1027,1027,0,1,1,1,02,6,10791
1028,1028,0,1,1,1,02,6,10792
1029,1029,0,1,1,1,02,6,10793
1030,1030,0,1,1,1,02,6,10794
1031,1031,0,1,1,1,02,6,10795
1032,1032,0,1,1,1,02,6,10796
1033,1033,0,1,1,1,02,6,10797
1034,1034,0,1,1,1,02,6,10798
1035,1035,0,1,1,1,02,6,10799
1036,1036,0,1,1,1,02,6,10800
1037,1037,0,1,1,1,02,6,10801
1038,1038,0,1,1,1,02,6,10802
1039,1039,0,1,1,1,02,6,10803
1040,1040,0,1,1,1,02,6,10804
1041,1041,0,1,1,1,02,6,10805
1042,1042,0,1,1,1,02,6,10806
1043,1043,0,1,1,1,02,6,10807
1044,1044,0,1,1,1,02,6,10808
1045,1045,0,1,1,1,02,6,10809
1046,1046,0,1,1,1,02,6,10810
1047,1047,0,1,1,1,02,6,10811
1048,1048,0,1,1,1,02,6,10812
1049,1049,0,1,1,1,02,6,10813
1050,1050,0,1,1,1,02,6,10814
1051,1051,0,1,1,1,02,6,10815
1052,1052,0,1,1,1,02,6,10816
1053,1053,0,1,1,1,02,6,10817
1054,1054,0,1,1,1,02,6,10818
1055,1055,0,1,1,1,02,6,10819
1056,1056,0,1,1,1,02,6,10820
1057,1057,0,1,1,1,02,6,10821
1058,1058,0,1,1,1,02,6,10822
1059,1059,0,1,1,1,02,6,10822
1060,1060,0,1,1,1,02,6,10823
1061,1061,0,1,1,1,02,6,10824
1062,1062,0,1,1,0,02,6,10825
1063,1063,0,1,1,0,02,6,10826
1064,1064,0,1,1,0,02,6,10827
1065,1065,0,1,1,0,02,6,10828
1066,1066,0,1,1,0,02,6,10829
1067,1067,0,1,1,0,02,6,10830
1068,1068,0,1,1,0,02,6,10831
1069,1069,0,1,1,0,02,6,10832
1070,1070,0,1,1,0,02,6,10833
1071,1071,0,1,1,0,02,6,10834
1072,1072,0,1,1,0,02,6,10835
1073,1073,0,1,1,0,02,6,10836
1074,1074,0,1,1,0,02,6,10837
1075,1075,0,1,1,0,02,6,10838
1076,1076,0,1,1,0,02,6,10839
1077,1077,0,1,1,0,02,6,10840
1078,1078,0,1,1,0,02,6,10841
1079,1079,0,1,1,0,02,6,10842
1080,1080,0,1,1,0,02,6,10843
1081,1081,0,1,1,0,02,6,10844
1082,1082,0,1,1,0,02,6,10845
1083,1083,0,1,1,0,02,6,10846
1084,1084,0,1,1,0,02,6,10847
1085,1085,0,1,1,0,02,6,10848
1086,1086,0,1,1,0,02,6,10849
1087,1087,0,1,1,0,02,6,10850
1088,1088,0,1,1,0,02,6,10851
1089,1089,0,1,1,0,02,6,10852
1090,1090,0,1,1,0,02,6,10853
1091,1091,0,1,1,0,02,6,10854
1092,1092,0,1,1,0,02,6,10855
1093,1093,0,1,1,0,02,6,10856
1094,1094,0,1,1,0,02,6,10857
1095,1095,0,1,1,0,02,6,10858
1096,1096,0,1,1,0,02,6,10859
1097,1097,0,1,1,0,02,6,10860
1098,1098,0,1,1,0,02,6,10861
1099,1099,0,1,1,0,02,6,10862
1100,1100,0,1,1,0,02,6,10863
1101,1101,0,1,1,0,02,6,10864
1102,1102,0,1,1,0,02,6,10865
1103,1103,0,1,1,0,02,6,10866
1104,1104,0,1,1,0,02,6,10867
1105,1105,0,1,1,0,02,6,10868
1106,1106,0,1,1,0,02,6,10869
1107,1107,0,1,1,0,02,6,10870
1108,1108,0,1,1,0,02,6,10871
1109,1109,0,1,1,0,02,6,10872
1110,1110,0,1,1,0,02,6,10873
1111,1111,0,1,1,0,02,6,10874
1112,1112,0,1,1,0,02,6,10875
1113,1113,0,1,1,0,02,6,10876
1114,1114,0,1,1,1,02,6,10877
1115,1115,0,1,1,1,02,6,10878
1116,1116,0,1,1,1,02,6,10879
1117,1117,0,1,1,1,02,6,10880
1118,1118,0,1,1,1,02,6,10881
1119,1119,0,1,1,1,02,6,10882
1120,1120,0,1,1,1,02,6,10883
1121,1121,0,1,1,1,02,6,10884
1122,1122,0,1,1,1,02,6,10885
1123,1123,0,1,1,1,02,6,10886
1124,1124,0,1,1,1,02,6,10887
1125,1125,0,1,1,1,02,6,10888
1126,1126,0,1,1,1,02,6,10889
1127,1127,0,1,1,1,02,6,10890
1128,1128,0,1,1,1,02,6,10891
1129,1129,0,1,1,1,02,6,10892
1130,1130,0,1,1,1,02,6,10893
1131,1131,0,1,1,1,02,6,10894
1132,1132,0,1,1,1,02,6,10895
1133,1133,0,1,1,1,02,6,10896
1134,1134,0,1,1,1,02,6,10897
1135,1135,0,1,1,1,02,6,10898
1136,1136,0,1,1,1,02,6,10899
1137,1137,0,1,1,1,02,6,10900
1138,1138,0,1,1,1,02,6,10901
1139,1139,0,1,1,1,02,6,10902
1140,1140,0,1,1,1,02,6,10903
1141,1141,0,1,1,1,02,6,10904
1142,1142,0,1,1,1,02,6,10905
1143,1143,0,1,1,1,02,6,10906
1144,1144,0,1,1,1,02,6,10907
1145,1145,0,1,1,1,02,6,10908
1146,1146,0,1,1,1,02,6,10909
1147,1147,0,1,1,1,02,6,10910
1148,1148,0,1,1,1,02,6,10911
1149,1149,0,1,1,1,02,6,10912
1150,1150,0,1,1,1,02,6,10913
1151,1151,0,1,1,1,02,6,10914
1152,1152,0,1,1,1,02,6,10915
1153,1153,0,1,1,1,02,6,10916
1154,1154,0,1,1,1,02,6,10917
1155,1155,0,1,1,1,02,6,10918
1156,1156,0,1,1,1,02,6,10919
1157,1157,0,1,1,1,02,6,10920
1158,1158,0,1,1,1,02,6,10921
1159,1159,0,1,1,1,02,6,10922
1160,1160,0,1,1,1,02,6,10923
1161,1161,0,1,1,1,02,6,10924
1162,1162,0,1,1,1,02,6,10925
1163,1163,0,1,1,1,02,6,10927
1164,1164,0,1,1,1,02,6,10926
1165,1165,0,1,1,0,02,6,10927
1166,1166,0,1,1,0,02,6,10928
1167,1167,0,1,1,0,02,6,10929
1168,1168,0,1,1,0,02,6,10930
1169,1169,0,1,1,0,02,6,10931
1170,1170,0,1,1,0,02,6,10932
1171,1171,0,1,1,0,02,6,10933
1172,1172,0,1,1,0,02,6,10934
1173,1173,0,1,1,0,02,6,10935
1174,1174,0,1,1,0,02,6,10936
1175,1175,0,1,1,0,02,6,10937
1176,1176,0,1,1,0,02,6,10938
1177,1177,0,1,1,0,02,6,10939
1178,1178,0,1,1,0,02,6,10940
1179,1179,0,1,1,0,02,6,10941
1180,1180,0,1,1,0,02,6,10942
1181,1181,0,1,1,0,02,6,10943
1182,1182,0,1,1,0,02,6,10944
1183,1183,0,1,1,0,02,6,10945
1184,1184,0,1,1,0,02,6,10946
1185,1185,0,1,1,0,02,6,10947
1186,1186,0,1,1,0,02,6,10948
1187,1187,0,1,1,0,02,6,10949
1188,1188,0,1,1,0,02,6,10950
1189,1189,0,1,1,0,02,6,10951
1190,1190,0,1,1,0,02,6,10952
1191,1191,0,1,1,0,02,6,10953
1192,1192,0,1,1,0,02,6,10954
1193,1193,0,1,1,0,02,6,10955
1194,1194,0,1,1,0,02,6,10956
1195,1195,0,1,1,0,02,6,10957
1196,1196,0,1,1,0,02,6,10958
1197,1197,0,1,1,0,02,6,10959
1198,1198,0,1,1,0,02,6,10960
1199,1199,0,1,1,0,02,6,10961
1200,1200,0,1,1,0,02,6,10962
1201,1201,0,1,1,0,02,6,10963
1202,1202,0,1,1,0,02,6,10964
1203,1203,0,1,1,0,02,6,10965
1204,1204,0,1,1,0,02,6,10966
1205,1205,0,1,1,0,02,6,10967
1206,1206,0,1,1,0,02,6,10968
1207,1207,0,1,1,0,02,6,10969
1208,1208,0,1,1,0,02,6,10970
1209,1209,0,1,1,0,02,6,10971
1210,1210,0,1,1,0,02,6,10972
1211,1211,0,1,1,0,02,6,10973
1212,1212,0,1,1,0,02,6,10974
1213,1213,0,1,1,0,02,6,10975
1214,1214,0,1,1,0,02,6,10976
1215,1215,0,1,1,1,02,6,10977
1216,1216,0,1,1,1,02,6,10978
1217,1217,0,1,1,1,02,6,10979
1218,1218,0,1,1,1,02,6,10980
1219,1219,0,1,1,1,02,6,10981
1220,1220,0,1,1,1,02,6,10982
1221,1221,0,1,1,1,02,6,10983
1222,1222,0,1,1,1,02,6,10984
1223,1223,0,1,1,1,02,6,10985
1224,1224,0,1,1,1,02,6,10986
1225,1225,0,1,1,1,02,6,10987
1226,1226,0,1,1,1,02,6,10988
1227,1227,0,1,1,1,02,6,10989
1228,1228,0,1,1,1,02,6,10990
1229,1229,0,1,1,1,02,6,10991
1230,1230,0,1,1,1,02,6,10992
1231,1231,0,1,1,1,02,6,10993
1232,1232,0,1,1,1,02,6,10994
1233,1233,0,1,1,1,02,6,10995
1234,1234,0,1,1,1,02,6,10996
1235,1235,0,1,1,1,02,6,10997
1236,1236,0,1,1,1,02,6,10998
1237,1237,0,1,1,1,02,6,10999
1238,1238,0,1,1,1,02,6,11000
1239,1239,0,1,1,1,02,6,11001
1240,1240,0,1,1,1,02,6,11002
1241,1241,0,1,1,1,02,6,11003
1242,1242,0,1,1,1,02,6,11004
1243,1243,0,1,1,1,02,6,11005
1244,1244,0,1,1,1,02,6,11006
1245,1245,0,1,1,1,02,6,11007
1246,1246,0,1,1,1,02,6,11008
1247,1247,0,1,1,1,02,6,11009
1248,1248,0,1,1,1,02,6,11010
1249,1249,0,1,1,1,02,6,11011
1250,1250,0,1,1,1,02,6,11012
1251,1251,0,1,1,1,02,6,11013
1252,1252,0,1,1,1,02,6,11014
1253,1253,0,1,1,1,02,6,11015
1254,1254,0,1,1,1,02,6,11016
1255,1255,0,1,1,1,02,6,11017
1256,1256,0,1,1,1,02,6,11018
1257,1257,0,1,1,1,02,6,11019
1258,1258,0,1,1,1,02,6,11020
1259,1259,0,1,1,1,02,6,11021
1260,1260,0,1,1,1,02,6,11022
1261,1261,0,1,1,1,02,6,11022
1262,1262,0,1,1,1,02,6,11023
1263,1263,0,1,1,0,02,6,11024
1264,1264,0,1,1,0,02,6,11025
1265,1265,0,1,1,0,02,6,11026
1266,1266,0,1,1,0,02,6,11027
1267,1267,0,1,1,0,02,6,11028
1268,1268,0,1,1,0,02,6,11029
1269,1269,0,1,1,0,02,6,11030
1270,1270,0,1,1,0,02,6,11031
1271,1271,0,1,1,0,02,6,11032
1272,1272,0,1,1,0,02,6,11033
1273,1273,0,1,1,0,02,6,11034
1274,1274,0,1,1,0,02,6,11035
1275,1275,0,1,1,0,02,6,11036
1276,1276,0,1,1,0,02,6,11037
1277,1277,0,1,1,0,02,6,11038
1278,1278,0,1,1,0,02,6,11039
1279,1279,0,1,1,0,02,6,11040
1280,1280,0,1,1,0,02,6,11041
1281,1281,0,1,1,0,02,6,11042
1282,1282,0,1,1,0,02,6,11043
1283,1283,0,1,1,0,02,6,11044
1284,1284,0,1,1,0,02,6,11045
1285,1285,0,1,1,0,02,6,11046
1286,1286,0,1,1,0,02,6,11047
1287,1287,0,1,1,0,02,6,11048
1288,1288,0,1,1,0,02,6,11049
1289,1289,0,1,1,0,02,6,11050
1290,1290,0,1,1,0,02,6,11051
1291,1291,0,1,1,0,02,6,11052
1292,1292,0,1,1,0,02,6,11053
1293,1293,0,1,1,0,02,6,11054
1294,1294,0,1,1,0,02,6,11055
1295,1295,0,1,1,0,02,6,11056
1296,1296,0,1,1,0,02,6,11057
1297,1297,0,1,1,0,02,6,11058
1298,1298,0,1,1,0,02,6,11059
1299,1299,0,1,1,0,02,6,11060
1300,1300,0,1,1,0,02,6,11061
1301,1301,0,1,1,0,02,6,11062
1302,1302,0,1,1,0,02,6,11063
1303,1303,0,1,1,0,02,6,11064
1304,1304,0,1,1,0,02,6,11065
1305,1305,0,1,1,0,02,6,11066
1306,1306,0,1,1,0,02,6,11067
1307,1307,0,1,1,0,02,6,11068
1308,1308,0,1,1,0,02,6,11069
1309,1309,0,1,1,0,02,6,11070
1310,1310,0,1,1,0,02,6,11071
1311,1311,0,1,1,0,02,6,11072
1312,1312,0,1,1,0,02,6,11073
1313,1313,0,1,1,0,02,6,11074
1314,1314,0,1,1,1,02,6,11075
1315,1315,0,1,1,1,02,6,11076
1316,1316,0,1,1,1,02,6,11077
1317,1317,0,1,1,1,02,6,11078
1318,1318,0,1,1,1,02,6,11079
1319,1319,0,1,1,1,02,6,11080
1320,1320,0,1,1,1,02,6,11081
1321,1321,0,1,1,1,02,6,11082
1322,1322,0,1,1,1,02,6,11083
1323,1323,0,1,1,1,02,6,11084
1324,1324,0,1,1,1,02,6,11085
1325,1325,0,1,1,1,02,6,11086
1326,1326,0,1,1,1,02,6,11087
1327,1327,0,1,1,1,02,6,11088
1328,1328,0,1,1,1,02,6,11089
1329,1329,0,1,1,1,02,6,11090
1330,1330,0,1,1,1,02,6,11091
1331,1331,0,1,1,1,02,6,11092
1332,1332,0,1,1,1,02,6,11093
1333,1333,0,1,1,1,02,6,11094
1334,1334,0,1,1,1,02,6,11095
1335,1335,0,1,1,1,02,6,11096
1336,1336,0,1,1,1,02,6,11097
1337,1337,0,1,1,1,02,6,11098
1338,1338,0,1,1,1,02,6,11099
1339,1339,0,1,1,1,02,6,11100
1340,1340,0,1,1,1,02,6,11101
1341,1341,0,1,1,1,02,6,11102
1342,1342,0,1,1,1,02,6,11103
1343,1343,0,1,1,1,02,6,11104
1344,1344,0,1,1,1,02,6,11105
1345,1345,0,1,1,1,02,6,11106
1346,1346,0,1,1,1,02,6,11107
1347,1347,0,1,1,1,02,6,11108
1348,1348,0,1,1,1,02,6,11109
1349,1349,0,1,1,1,02,6,11110
1350,1350,0,1,1,1,02,6,11111
1351,1351,0,1,1,1,02,6,11112
1352,1352,0,1,1,1,02,6,11113
1353,1353,0,1,1,1,02,6,11114
1354,1354,0,1,1,1,02,6,11115
1355,1355,0,1,1,1,02,6,11116
1356,1356,0,1,1,1,02,6,11117
