Sample in Buffer,Sample in Window,TRIGGER,design_1_i/CIS_test_0_o_vsync,design_1_i/CIS_test_0_o_hsync,design_1_i/cis_pclk_1,design_1_i/cis_d_1[7:0],design_1_i/CIS_test_0_o_hsync_cnt[31:0],design_1_i/CIS_test_0_o_pclk_cnt[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED
1357,1357,0,1,1,1,02,6,11118
1358,1358,0,1,1,1,02,6,11119
1359,1359,0,1,1,1,02,6,11120
1360,1360,0,1,1,1,02,6,11121
1361,1361,0,1,1,1,02,6,11122
1362,1362,0,1,1,1,02,6,11123
1363,1363,0,1,1,1,02,6,11120
1364,1364,0,1,1,1,02,6,11124
1365,1365,0,1,1,1,02,6,11125
1366,1366,0,1,1,0,02,6,11126
1367,1367,0,1,1,0,02,6,11127
1368,1368,0,1,1,0,02,6,11128
1369,1369,0,1,1,0,02,6,11129
1370,1370,0,1,1,0,02,6,11130
1371,1371,0,1,1,0,02,6,11131
1372,1372,0,1,1,0,02,6,11132
1373,1373,0,1,1,0,02,6,11133
1374,1374,0,1,1,0,02,6,11134
1375,1375,0,1,1,0,02,6,11135
1376,1376,0,1,1,0,02,6,11136
1377,1377,0,1,1,0,02,6,11137
1378,1378,0,1,1,0,02,6,11138
1379,1379,0,1,1,0,02,6,11139
1380,1380,0,1,1,0,02,6,11140
1381,1381,0,1,1,0,02,6,11141
1382,1382,0,1,1,0,02,6,11142
1383,1383,0,1,1,0,02,6,11143
1384,1384,0,1,1,0,02,6,11144
1385,1385,0,1,1,0,02,6,11145
1386,1386,0,1,1,0,02,6,11146
1387,1387,0,1,1,0,02,6,11147
1388,1388,0,1,1,0,02,6,11148
1389,1389,0,1,1,0,02,6,11149
1390,1390,0,1,1,0,02,6,11150
1391,1391,0,1,1,0,02,6,11151
1392,1392,0,1,1,0,02,6,11152
1393,1393,0,1,1,0,02,6,11153
1394,1394,0,1,1,0,02,6,11154
1395,1395,0,1,1,0,02,6,11155
1396,1396,0,1,1,0,02,6,11156
1397,1397,0,1,1,0,02,6,11157
1398,1398,0,1,1,0,02,6,11158
1399,1399,0,1,1,0,02,6,11159
1400,1400,0,1,1,0,02,6,11160
1401,1401,0,1,1,0,02,6,11161
1402,1402,0,1,1,0,02,6,11162
1403,1403,0,1,1,0,02,6,11163
1404,1404,0,1,1,0,02,6,11164
1405,1405,0,1,1,0,02,6,11165
1406,1406,0,1,1,0,02,6,11166
1407,1407,0,1,1,0,02,6,11167
1408,1408,0,1,1,0,02,6,11168
1409,1409,0,1,1,0,02,6,11169
1410,1410,0,1,1,0,02,6,11170
1411,1411,0,1,1,0,02,6,11171
1412,1412,0,1,1,0,02,6,11172
1413,1413,0,1,1,0,02,6,11173
1414,1414,0,1,1,0,02,6,11174
1415,1415,0,1,1,0,02,6,11175
1416,1416,0,1,1,0,02,6,11176
1417,1417,0,1,1,0,02,6,11177
1418,1418,0,1,1,1,02,6,11178
1419,1419,0,1,1,1,02,6,11179
1420,1420,0,1,1,1,02,6,11180
1421,1421,0,1,1,1,02,6,11181
1422,1422,0,1,1,1,02,6,11182
1423,1423,0,1,1,1,02,6,11183
1424,1424,0,1,1,1,02,6,11184
1425,1425,0,1,1,1,02,6,11185
1426,1426,0,1,1,1,02,6,11186
1427,1427,0,1,1,1,02,6,11187
1428,1428,0,1,1,1,02,6,11188
1429,1429,0,1,1,1,02,6,11189
1430,1430,0,1,1,1,02,6,11190
1431,1431,0,1,1,1,02,6,11191
1432,1432,0,1,1,1,02,6,11192
1433,1433,0,1,1,1,02,6,11193
1434,1434,0,1,1,1,02,6,11194
1435,1435,0,1,1,1,02,6,11195
1436,1436,0,1,1,1,02,6,11196
1437,1437,0,1,1,1,02,6,11197
1438,1438,0,1,1,1,02,6,11198
1439,1439,0,1,1,1,02,6,11199
1440,1440,0,1,1,1,02,6,11200
1441,1441,0,1,1,1,02,6,11201
1442,1442,0,1,1,1,02,6,11202
1443,1443,0,1,1,1,02,6,11203
1444,1444,0,1,1,1,02,6,11204
1445,1445,0,1,1,1,02,6,11205
1446,1446,0,1,1,1,02,6,11206
1447,1447,0,1,1,1,02,6,11207
1448,1448,0,1,1,1,02,6,11208
1449,1449,0,1,1,1,02,6,11209
1450,1450,0,1,1,1,02,6,11210
1451,1451,0,1,1,1,02,6,11211
1452,1452,0,1,1,1,02,6,11212
1453,1453,0,1,1,1,02,6,11213
1454,1454,0,1,1,1,02,6,11214
1455,1455,0,1,1,1,02,6,11215
1456,1456,0,1,1,1,02,6,11216
1457,1457,0,1,1,1,02,6,11217
1458,1458,0,1,1,1,02,6,11218
1459,1459,0,1,1,1,02,6,11219
1460,1460,0,1,1,1,02,6,11220
1461,1461,0,1,1,1,02,6,11221
1462,1462,0,1,1,1,02,6,11222
1463,1463,0,1,1,1,02,6,11222
1464,1464,0,1,1,1,02,6,11223
1465,1465,0,1,1,0,02,6,11224
1466,1466,0,1,1,0,02,6,11225
1467,1467,0,1,1,0,02,6,11226
1468,1468,0,1,1,0,02,6,11227
1469,1469,0,1,1,0,02,6,11228
1470,1470,0,1,1,0,02,6,11229
1471,1471,0,1,1,0,02,6,11230
1472,1472,0,1,1,0,02,6,11231
1473,1473,0,1,1,0,02,6,11232
1474,1474,0,1,1,0,02,6,11233
1475,1475,0,1,1,0,02,6,11234
1476,1476,0,1,1,0,02,6,11235
1477,1477,0,1,1,0,02,6,11236
1478,1478,0,1,1,0,02,6,11237
1479,1479,0,1,1,0,02,6,11238
1480,1480,0,1,1,0,02,6,11239
1481,1481,0,1,1,0,02,6,11240
1482,1482,0,1,1,0,02,6,11241
1483,1483,0,1,1,0,02,6,11242
1484,1484,0,1,1,0,02,6,11243
1485,1485,0,1,1,0,02,6,11244
1486,1486,0,1,1,0,02,6,11245
1487,1487,0,1,1,0,02,6,11246
1488,1488,0,1,1,0,02,6,11247
1489,1489,0,1,1,0,02,6,11248
1490,1490,0,1,1,0,02,6,11249
1491,1491,0,1,1,0,02,6,11250
1492,1492,0,1,1,0,02,6,11251
1493,1493,0,1,1,0,02,6,11252
1494,1494,0,1,1,0,02,6,11253
1495,1495,0,1,1,0,02,6,11254
1496,1496,0,1,1,0,02,6,11255
1497,1497,0,1,1,0,02,6,11256
1498,1498,0,1,1,0,02,6,11257
1499,1499,0,1,1,0,02,6,11258
1500,1500,0,1,1,0,02,6,11259
1501,1501,0,1,1,0,02,6,11260
1502,1502,0,1,1,0,02,6,11261
1503,1503,0,1,1,0,02,6,11262
1504,1504,0,1,1,0,02,6,11263
1505,1505,0,1,1,0,02,6,11264
1506,1506,0,1,1,0,02,6,11265
1507,1507,0,1,1,0,02,6,11266
1508,1508,0,1,1,0,02,6,11267
1509,1509,0,1,1,0,02,6,11268
1510,1510,0,1,1,0,02,6,11269
1511,1511,0,1,1,0,02,6,11270
1512,1512,0,1,1,0,02,6,11271
1513,1513,0,1,1,0,02,6,11272
1514,1514,0,1,1,0,02,6,11273
1515,1515,0,1,1,0,02,6,11274
1516,1516,0,1,1,0,02,6,11275
1517,1517,0,1,1,1,02,6,11276
1518,1518,0,1,1,1,02,6,11277
1519,1519,0,1,1,1,02,6,11278
1520,1520,0,1,1,1,02,6,11279
1521,1521,0,1,1,1,02,6,11280
1522,1522,0,1,1,1,02,6,11281
1523,1523,0,1,1,1,02,6,11282
1524,1524,0,1,1,1,02,6,11283
1525,1525,0,1,1,1,02,6,11284
1526,1526,0,1,1,1,02,6,11285
1527,1527,0,1,1,1,02,6,11286
1528,1528,0,1,1,1,02,6,11287
1529,1529,0,1,1,1,02,6,11288
1530,1530,0,1,1,1,02,6,11289
1531,1531,0,1,1,1,02,6,11290
1532,1532,0,1,1,1,02,6,11291
1533,1533,0,1,1,1,02,6,11292
1534,1534,0,1,1,1,02,6,11293
1535,1535,0,1,1,1,02,6,11294
1536,1536,0,1,1,1,02,6,11295
1537,1537,0,1,1,1,02,6,11296
1538,1538,0,1,1,1,02,6,11297
1539,1539,0,1,1,1,02,6,11298
1540,1540,0,1,1,1,02,6,11299
1541,1541,0,1,1,1,02,6,11300
1542,1542,0,1,1,1,02,6,11301
1543,1543,0,1,1,1,02,6,11302
1544,1544,0,1,1,1,02,6,11303
1545,1545,0,1,1,1,02,6,11304
1546,1546,0,1,1,1,02,6,11305
1547,1547,0,1,1,1,02,6,11306
1548,1548,0,1,1,1,02,6,11307
1549,1549,0,1,1,1,02,6,11308
1550,1550,0,1,1,1,02,6,11309
1551,1551,0,1,1,1,02,6,11310
1552,1552,0,1,1,1,02,6,11311
1553,1553,0,1,1,1,02,6,11312
1554,1554,0,1,1,1,02,6,11313
1555,1555,0,1,1,1,02,6,11314
1556,1556,0,1,1,1,02,6,11315
1557,1557,0,1,1,1,02,6,11316
1558,1558,0,1,1,1,02,6,11317
1559,1559,0,1,1,1,02,6,11318
1560,1560,0,1,1,1,02,6,11319
1561,1561,0,1,1,1,02,6,11320
1562,1562,0,1,1,1,02,6,11321
1563,1563,0,1,1,1,02,6,11322
1564,1564,0,1,1,1,02,6,11323
1565,1565,0,1,1,1,02,6,11320
1566,1566,0,1,1,1,02,6,11324
1567,1567,0,1,1,1,02,6,11325
1568,1568,0,1,1,0,02,6,11326
1569,1569,0,1,1,0,02,6,11327
1570,1570,0,1,1,0,02,6,11328
1571,1571,0,1,1,0,02,6,11329
1572,1572,0,1,1,0,02,6,11330
1573,1573,0,1,1,0,02,6,11331
1574,1574,0,1,1,0,02,6,11332
1575,1575,0,1,1,0,02,6,11333
1576,1576,0,1,1,0,02,6,11334
1577,1577,0,1,1,0,02,6,11335
1578,1578,0,1,1,0,02,6,11336
1579,1579,0,1,1,0,02,6,11337
1580,1580,0,1,1,0,02,6,11338
1581,1581,0,1,1,0,02,6,11339
1582,1582,0,1,1,0,02,6,11340
1583,1583,0,1,1,0,02,6,11341
1584,1584,0,1,1,0,02,6,11342
1585,1585,0,1,1,0,02,6,11343
1586,1586,0,1,1,0,02,6,11344
1587,1587,0,1,1,0,02,6,11345
1588,1588,0,1,1,0,02,6,11346
1589,1589,0,1,1,0,02,6,11347
1590,1590,0,1,1,0,02,6,11348
1591,1591,0,1,1,0,02,6,11349
1592,1592,0,1,1,0,02,6,11350
1593,1593,0,1,1,0,02,6,11351
1594,1594,0,1,1,0,02,6,11352
1595,1595,0,1,1,0,02,6,11353
1596,1596,0,1,1,0,02,6,11354
1597,1597,0,1,1,0,02,6,11355
1598,1598,0,1,1,0,02,6,11356
1599,1599,0,1,1,0,02,6,11357
1600,1600,0,1,1,0,02,6,11358
1601,1601,0,1,1,0,02,6,11359
1602,1602,0,1,1,0,02,6,11360
1603,1603,0,1,1,0,02,6,11361
1604,1604,0,1,1,0,02,6,11362
1605,1605,0,1,1,0,02,6,11363
1606,1606,0,1,1,0,02,6,11364
1607,1607,0,1,1,0,02,6,11365
1608,1608,0,1,1,0,02,6,11366
1609,1609,0,1,1,0,02,6,11367
1610,1610,0,1,1,0,02,6,11368
1611,1611,0,1,1,0,02,6,11369
1612,1612,0,1,1,0,02,6,11370
1613,1613,0,1,1,0,02,6,11371
1614,1614,0,1,1,0,02,6,11372
1615,1615,0,1,1,0,02,6,11373
1616,1616,0,1,1,0,02,6,11374
1617,1617,0,1,1,0,02,6,11375
1618,1618,0,1,1,0,02,6,11376
1619,1619,0,1,1,1,02,6,11377
1620,1620,0,1,1,1,02,6,11378
1621,1621,0,1,1,1,02,6,11379
1622,1622,0,1,1,1,02,6,11380
1623,1623,0,1,1,1,02,6,11381
1624,1624,0,1,1,1,02,6,11382
1625,1625,0,1,1,1,02,6,11383
1626,1626,0,1,1,1,02,6,11384
1627,1627,0,1,1,1,02,6,11385
1628,1628,0,1,1,1,02,6,11386
1629,1629,0,1,1,1,02,6,11387
1630,1630,0,1,1,1,02,6,11388
1631,1631,0,1,1,1,02,6,11389
1632,1632,0,1,1,1,02,6,11390
1633,1633,0,1,1,1,02,6,11391
1634,1634,0,1,1,1,02,6,11392
1635,1635,0,1,1,1,02,6,11393
1636,1636,0,1,1,1,02,6,11394
1637,1637,0,1,1,1,02,6,11395
1638,1638,0,1,1,1,02,6,11396
1639,1639,0,1,1,1,02,6,11397
1640,1640,0,1,1,1,02,6,11398
1641,1641,0,1,1,1,02,6,11399
1642,1642,0,1,1,1,02,6,11400
1643,1643,0,1,1,1,02,6,11401
1644,1644,0,1,1,1,02,6,11402
1645,1645,0,1,1,1,02,6,11403
1646,1646,0,1,1,1,02,6,11404
1647,1647,0,1,1,1,02,6,11405
1648,1648,0,1,1,1,02,6,11406
1649,1649,0,1,1,1,02,6,11407
1650,1650,0,1,1,1,02,6,11408
1651,1651,0,1,1,1,02,6,11409
1652,1652,0,1,1,1,02,6,11410
1653,1653,0,1,1,1,02,6,11411
1654,1654,0,1,1,1,02,6,11412
1655,1655,0,1,1,1,02,6,11413
1656,1656,0,1,1,1,02,6,11414
1657,1657,0,1,1,1,02,6,11415
1658,1658,0,1,1,1,02,6,11416
1659,1659,0,1,1,1,02,6,11417
1660,1660,0,1,1,1,02,6,11418
1661,1661,0,1,1,1,02,6,11419
1662,1662,0,1,1,1,02,6,11420
1663,1663,0,1,1,1,02,6,11421
1664,1664,0,1,1,1,02,6,11422
1665,1665,0,1,1,1,02,6,11422
1666,1666,0,1,1,1,02,6,11423
1667,1667,0,1,1,0,02,6,11424
1668,1668,0,1,1,0,02,6,11425
1669,1669,0,1,1,0,02,6,11426
1670,1670,0,1,1,0,02,6,11427
1671,1671,0,1,1,0,02,6,11428
1672,1672,0,1,1,0,02,6,11429
1673,1673,0,1,1,0,02,6,11430
1674,1674,0,1,1,0,02,6,11431
1675,1675,0,1,1,0,02,6,11432
1676,1676,0,1,1,0,02,6,11433
1677,1677,0,1,1,0,02,6,11434
1678,1678,0,1,1,0,02,6,11435
1679,1679,0,1,1,0,02,6,11436
1680,1680,0,1,1,0,02,6,11437
1681,1681,0,1,1,0,02,6,11438
1682,1682,0,1,1,0,02,6,11439
1683,1683,0,1,1,0,02,6,11440
1684,1684,0,1,1,0,02,6,11441
1685,1685,0,1,1,0,02,6,11442
1686,1686,0,1,1,0,02,6,11443
1687,1687,0,1,1,0,02,6,11444
1688,1688,0,1,1,0,02,6,11445
1689,1689,0,1,1,0,02,6,11446
1690,1690,0,1,1,0,02,6,11447
1691,1691,0,1,1,0,02,6,11448
1692,1692,0,1,1,0,02,6,11449
1693,1693,0,1,1,0,02,6,11450
1694,1694,0,1,1,0,02,6,11451
1695,1695,0,1,1,0,02,6,11452
1696,1696,0,1,1,0,02,6,11453
1697,1697,0,1,1,0,02,6,11454
1698,1698,0,1,1,0,01,6,11455
1699,1699,0,1,1,0,02,6,11456
1700,1700,0,1,1,0,02,6,11457
1701,1701,0,1,1,0,02,6,11458
1702,1702,0,1,1,0,02,6,11459
1703,1703,0,1,1,0,02,6,11460
1704,1704,0,1,1,0,02,6,11461
1705,1705,0,1,1,0,02,6,11462
1706,1706,0,1,1,0,02,6,11463
1707,1707,0,1,1,0,02,6,11464
1708,1708,0,1,1,0,02,6,11465
1709,1709,0,1,1,0,02,6,11466
1710,1710,0,1,1,0,02,6,11467
1711,1711,0,1,1,0,02,6,11468
1712,1712,0,1,1,0,02,6,11469
1713,1713,0,1,1,0,02,6,11470
1714,1714,0,1,1,0,02,6,11471
1715,1715,0,1,1,0,02,6,11472
1716,1716,0,1,1,0,02,6,11473
1717,1717,0,1,1,1,02,6,11474
1718,1718,0,1,1,1,02,6,11475
1719,1719,0,1,1,1,02,6,11476
1720,1720,0,1,1,1,02,6,11477
1721,1721,0,1,1,1,02,6,11478
1722,1722,0,1,1,1,02,6,11479
1723,1723,0,1,1,1,02,6,11480
1724,1724,0,1,1,1,02,6,11481
1725,1725,0,1,1,1,02,6,11482
1726,1726,0,1,1,1,02,6,11483
1727,1727,0,1,1,1,02,6,11484
1728,1728,0,1,1,1,02,6,11485
1729,1729,0,1,1,1,02,6,11486
1730,1730,0,1,1,1,02,6,11487
1731,1731,0,1,1,1,02,6,11488
1732,1732,0,1,1,1,02,6,11489
1733,1733,0,1,1,1,02,6,11490
1734,1734,0,1,1,1,02,6,11491
1735,1735,0,1,1,1,02,6,11492
1736,1736,0,1,1,1,02,6,11493
1737,1737,0,1,1,1,02,6,11494
1738,1738,0,1,1,1,02,6,11495
1739,1739,0,1,1,1,02,6,11496
1740,1740,0,1,1,1,02,6,11497
1741,1741,0,1,1,1,02,6,11498
1742,1742,0,1,1,1,02,6,11499
1743,1743,0,1,1,1,02,6,11500
1744,1744,0,1,1,1,02,6,11501
1745,1745,0,1,1,1,02,6,11502
1746,1746,0,1,1,1,02,6,11503
1747,1747,0,1,1,1,02,6,11504
1748,1748,0,1,1,1,02,6,11505
1749,1749,0,1,1,1,02,6,11506
1750,1750,0,1,1,1,02,6,11507
1751,1751,0,1,1,1,02,6,11508
1752,1752,0,1,1,1,02,6,11509
1753,1753,0,1,1,1,02,6,11510
1754,1754,0,1,1,1,02,6,11511
1755,1755,0,1,1,1,02,6,11512
1756,1756,0,1,1,1,02,6,11513
1757,1757,0,1,1,1,02,6,11514
1758,1758,0,1,1,1,02,6,11515
1759,1759,0,1,1,1,02,6,11516
1760,1760,0,1,1,1,02,6,11517
1761,1761,0,1,1,1,02,6,11518
1762,1762,0,1,1,1,02,6,11519
1763,1763,0,1,1,1,02,6,11520
1764,1764,0,1,1,0,fe,6,11520
1765,1765,0,1,0,1,3f,6,11520
1766,1766,0,1,0,1,00,6,11520
1767,1767,0,1,0,0,6e,6,11520
1768,1768,0,1,0,1,40,6,11520
1769,1769,0,1,0,1,20,6,11520
1770,1770,0,1,0,0,40,6,11520
1771,1771,0,1,0,0,20,6,11520
1772,1772,0,1,0,1,40,6,11520
1773,1773,0,1,0,0,20,6,11520
1774,1774,0,1,0,0,40,6,11520
1775,1775,0,1,0,0,20,6,11520
1776,1776,0,1,0,0,40,6,11520
1777,1777,0,1,0,0,20,6,11520
1778,1778,0,1,0,0,40,6,11520
1779,1779,0,1,0,0,20,6,11520
1780,1780,0,1,0,0,40,6,11520
1781,1781,0,1,0,0,20,6,11520
1782,1782,0,1,0,0,40,6,11520
1783,1783,0,1,0,0,20,6,11520
1784,1784,0,1,0,0,40,6,11520
1785,1785,0,1,0,0,20,6,11520
1786,1786,0,1,0,0,40,6,11520
1787,1787,0,1,0,0,20,6,11520
1788,1788,0,1,0,0,40,6,11520
1789,1789,0,1,0,0,20,6,11520
1790,1790,0,1,0,0,40,6,11520
1791,1791,0,1,0,0,20,6,11520
1792,1792,0,1,0,0,40,6,11520
1793,1793,0,1,0,0,20,6,11520
1794,1794,0,1,0,0,40,6,11520
1795,1795,0,1,0,0,20,6,11520
1796,1796,0,1,0,0,40,6,11520
1797,1797,0,1,0,0,20,6,11520
1798,1798,0,1,0,0,40,6,11520
1799,1799,0,1,0,0,20,6,11520
1800,1800,0,1,0,0,40,6,11520
1801,1801,0,1,0,0,20,6,11520
1802,1802,0,1,0,0,40,6,11520
1803,1803,0,1,0,0,20,6,11520
1804,1804,0,1,0,0,40,6,11520
1805,1805,0,1,0,0,20,6,11520
1806,1806,0,1,0,0,40,6,11520
1807,1807,0,1,0,0,20,6,11520
1808,1808,0,1,0,0,40,6,11520
1809,1809,0,1,0,0,20,6,11520
1810,1810,0,1,0,0,40,6,11520
1811,1811,0,1,0,0,20,6,11520
1812,1812,0,1,0,0,40,6,11520
1813,1813,0,1,0,0,20,6,11520
1814,1814,0,1,0,0,40,6,11520
1815,1815,0,1,0,0,20,6,11520
1816,1816,0,1,0,0,40,6,11520
1817,1817,0,1,0,0,20,6,11520
1818,1818,0,1,0,0,40,6,11520
1819,1819,0,1,0,0,20,6,11520
1820,1820,0,1,0,0,40,6,11520
1821,1821,0,1,0,0,20,6,11520
1822,1822,0,1,0,0,40,6,11520
1823,1823,0,1,0,0,20,6,11520
1824,1824,0,1,0,0,40,6,11520
1825,1825,0,1,0,0,20,6,11520
1826,1826,0,1,0,1,40,6,11520
1827,1827,0,1,0,1,20,6,11520
1828,1828,0,1,0,1,40,6,11520
1829,1829,0,1,0,1,20,6,11520
1830,1830,0,1,0,1,40,6,11520
1831,1831,0,1,0,1,20,6,11520
1832,1832,0,1,0,1,40,6,11520
1833,1833,0,1,0,1,20,6,11520
1834,1834,0,1,0,1,40,6,11520
1835,1835,0,1,0,1,20,6,11520
1836,1836,0,1,0,1,40,6,11520
1837,1837,0,1,0,1,20,6,11520
1838,1838,0,1,0,1,40,6,11520
1839,1839,0,1,0,1,20,6,11520
1840,1840,0,1,0,1,40,6,11520
1841,1841,0,1,0,1,00,6,11520
1842,1842,0,1,0,1,20,6,11520
1843,1843,0,1,0,1,40,6,11520
1844,1844,0,1,0,1,20,6,11520
1845,1845,0,1,0,1,40,6,11520
1846,1846,0,1,0,1,20,6,11520
1847,1847,0,1,0,1,40,6,11520
1848,1848,0,1,0,1,20,6,11520
1849,1849,0,1,0,1,40,6,11520
1850,1850,0,1,0,1,20,6,11520
1851,1851,0,1,0,1,40,6,11520
1852,1852,0,1,0,1,20,6,11520
1853,1853,0,1,0,1,40,6,11520
1854,1854,0,1,0,1,20,6,11520
1855,1855,0,1,0,1,40,6,11520
1856,1856,0,1,0,1,20,6,11520
1857,1857,0,1,0,1,40,6,11520
1858,1858,0,1,0,1,20,6,11520
1859,1859,0,1,0,1,40,6,11520
1860,1860,0,1,0,1,20,6,11520
1861,1861,0,1,0,1,40,6,11520
1862,1862,0,1,0,1,20,6,11520
1863,1863,0,1,0,1,40,6,11520
1864,1864,0,1,0,1,20,6,11520
1865,1865,0,1,0,1,40,6,11520
1866,1866,0,1,0,1,20,6,11520
1867,1867,0,1,0,1,40,6,11520
1868,1868,0,1,0,1,20,6,11520
1869,1869,0,1,0,1,40,6,11520
1870,1870,0,1,0,1,20,6,11520
1871,1871,0,1,0,1,40,6,11520
1872,1872,0,1,0,1,20,6,11520
1873,1873,0,1,0,1,40,6,11520
1874,1874,0,1,0,0,20,6,11520
1875,1875,0,1,0,0,40,6,11520
1876,1876,0,1,0,0,20,6,11520
1877,1877,0,1,0,0,40,6,11520
1878,1878,0,1,0,0,20,6,11520
1879,1879,0,1,0,0,40,6,11520
1880,1880,0,1,0,0,20,6,11520
1881,1881,0,1,0,0,40,6,11520
1882,1882,0,1,0,0,20,6,11520
1883,1883,0,1,0,0,40,6,11520
1884,1884,0,1,0,0,20,6,11520
1885,1885,0,1,0,0,40,6,11520
1886,1886,0,1,0,0,20,6,11520
1887,1887,0,1,0,0,40,6,11520
1888,1888,0,1,0,0,20,6,11520
1889,1889,0,1,0,0,40,6,11520
1890,1890,0,1,0,0,20,6,11520
1891,1891,0,1,0,0,40,6,11520
1892,1892,0,1,0,0,20,6,11520
1893,1893,0,1,0,0,40,6,11520
1894,1894,0,1,0,0,20,6,11520
1895,1895,0,1,0,0,40,6,11520
1896,1896,0,1,0,0,20,6,11520
1897,1897,0,1,0,0,40,6,11520
1898,1898,0,1,0,0,20,6,11520
1899,1899,0,1,0,0,40,6,11520
1900,1900,0,1,0,0,20,6,11520
1901,1901,0,1,0,0,40,6,11520
1902,1902,0,1,0,0,20,6,11520
1903,1903,0,1,0,0,40,6,11520
1904,1904,0,1,0,0,20,6,11520
1905,1905,0,1,0,0,40,6,11520
1906,1906,0,1,0,0,20,6,11520
1907,1907,0,1,0,0,40,6,11520
1908,1908,0,1,0,0,20,6,11520
1909,1909,0,1,0,0,40,6,11520
1910,1910,0,1,0,0,20,6,11520
1911,1911,0,1,0,0,40,6,11520
1912,1912,0,1,0,0,20,6,11520
1913,1913,0,1,0,0,40,6,11520
1914,1914,0,1,0,0,20,6,11520
1915,1915,0,1,0,0,40,6,11520
1916,1916,0,1,0,0,20,6,11520
1917,1917,0,1,0,0,40,6,11520
1918,1918,0,1,0,0,20,6,11520
1919,1919,0,1,0,0,40,6,11520
1920,1920,0,1,0,0,20,6,11520
1921,1921,0,1,0,0,40,6,11520
1922,1922,0,1,0,0,20,6,11520
1923,1923,0,1,0,0,40,6,11520
1924,1924,0,1,0,1,20,6,11520
1925,1925,0,1,0,1,40,6,11520
1926,1926,0,1,0,1,20,6,11520
1927,1927,0,1,0,1,40,6,11520
1928,1928,0,1,0,1,20,6,11520
1929,1929,0,1,0,1,40,6,11520
1930,1930,0,1,0,1,20,6,11520
1931,1931,0,1,0,1,40,6,11520
1932,1932,0,1,0,1,20,6,11520
1933,1933,0,1,0,1,40,6,11520
1934,1934,0,1,0,1,20,6,11520
1935,1935,0,1,0,1,40,6,11520
1936,1936,0,1,0,1,20,6,11520
1937,1937,0,1,0,1,40,6,11520
1938,1938,0,1,0,1,20,6,11520
1939,1939,0,1,0,1,40,6,11520
1940,1940,0,1,0,1,00,6,11520
1941,1941,0,1,0,1,20,6,11520
1942,1942,0,1,0,1,40,6,11520
1943,1943,0,1,0,1,20,6,11520
1944,1944,0,1,0,1,40,6,11520
1945,1945,0,1,0,1,20,6,11520
1946,1946,0,1,0,1,40,6,11520
1947,1947,0,1,0,1,20,6,11520
1948,1948,0,1,0,1,40,6,11520
1949,1949,0,1,0,1,20,6,11520
1950,1950,0,1,0,1,40,6,11520
1951,1951,0,1,0,1,20,6,11520
1952,1952,0,1,0,1,40,6,11520
1953,1953,0,1,0,1,20,6,11520
1954,1954,0,1,0,1,40,6,11520
1955,1955,0,1,0,1,20,6,11520
1956,1956,0,1,0,1,40,6,11520
1957,1957,0,1,0,1,20,6,11520
1958,1958,0,1,0,1,40,6,11520
1959,1959,0,1,0,1,20,6,11520
1960,1960,0,1,0,1,40,6,11520
1961,1961,0,1,0,1,20,6,11520
1962,1962,0,1,0,1,40,6,11520
1963,1963,0,1,0,1,20,6,11520
1964,1964,0,1,0,1,40,6,11520
1965,1965,0,1,0,1,20,6,11520
1966,1966,0,1,0,1,40,6,11520
1967,1967,0,1,0,1,20,6,11520
1968,1968,0,1,0,1,40,6,11520
1969,1969,0,1,0,1,20,6,11520
1970,1970,0,1,0,1,40,6,11520
1971,1971,0,1,0,1,20,6,11520
1972,1972,0,1,0,1,40,6,11520
1973,1973,0,1,0,0,20,6,11520
1974,1974,0,1,0,0,40,6,11520
1975,1975,0,1,0,0,20,6,11520
1976,1976,0,1,0,0,40,6,11520
1977,1977,0,1,0,0,20,6,11520
1978,1978,0,1,0,0,40,6,11520
1979,1979,0,1,0,0,20,6,11520
1980,1980,0,1,0,0,40,6,11520
1981,1981,0,1,0,0,20,6,11520
1982,1982,0,1,0,0,40,6,11520
1983,1983,0,1,0,0,20,6,11520
1984,1984,0,1,0,0,40,6,11520
1985,1985,0,1,0,0,20,6,11520
1986,1986,0,1,0,0,40,6,11520
1987,1987,0,1,0,0,20,6,11520
1988,1988,0,1,0,0,40,6,11520
1989,1989,0,1,0,0,20,6,11520
1990,1990,0,1,0,0,40,6,11520
1991,1991,0,1,0,0,20,6,11520
1992,1992,0,1,0,0,40,6,11520
1993,1993,0,1,0,0,20,6,11520
1994,1994,0,1,0,0,40,6,11520
1995,1995,0,1,0,0,20,6,11520
1996,1996,0,1,0,0,40,6,11520
1997,1997,0,1,0,0,20,6,11520
1998,1998,0,1,0,0,40,6,11520
1999,1999,0,1,0,0,20,6,11520
2000,2000,0,1,0,0,40,6,11520
2001,2001,0,1,0,0,20,6,11520
2002,2002,0,1,0,0,40,6,11520
2003,2003,0,1,0,0,20,6,11520
2004,2004,0,1,0,0,40,6,11520
2005,2005,0,1,0,0,20,6,11520
2006,2006,0,1,0,0,40,6,11520
2007,2007,0,1,0,0,20,6,11520
2008,2008,0,1,0,0,40,6,11520
2009,2009,0,1,0,0,20,6,11520
2010,2010,0,1,0,0,40,6,11520
2011,2011,0,1,0,0,20,6,11520
2012,2012,0,1,0,0,40,6,11520
